,0
18.3,na
18.35,na
18.4,na
18.45,na
18.5,na
18.55,na
18.6,na
18.65,walking
18.7,walking
18.75,walking
18.8,walking
18.85,walking
18.9,walking
18.95,walking
19.0,walking
19.05,walking
19.1,walking
19.15,walking
19.2,rearing
19.25,rearing
19.3,rearing
19.35,rearing
19.4,rearing
19.45,rearing
19.5,rearing
19.55,rearing
19.6,rearing
19.65,rearing
19.7,rearing
19.75,na
19.8,na
19.85,walking
19.9,walking
19.95,walking
20.0,walking
20.05,walking
20.1,walking
20.15,walking
20.2,walking
20.25,na
20.3,na
20.35,na
20.4,na
20.45,na
20.5,na
20.55,na
20.6,na
20.65,na
20.7,na
20.75,na
20.8,na
20.85,na
20.9,na
20.95,na
21.0,walking
21.05,walking
21.1,walking
21.15,walking
21.2,walking
21.25,walking
21.3,walking
21.35,walking
21.4,walking
21.45,walking
21.5,na
21.55,na
21.6,na
21.65,na
21.7,rearing
21.75,rearing
21.8,rearing
21.85,rearing
21.9,rearing
21.95,rearing
22.0,rearing
22.05,rearing
22.1,rearing
22.15,rearing
22.2,rearing
22.25,na
22.3,na
22.35,na
22.4,na
22.45,walking
22.5,walking
22.55,walking
22.6,walking
22.65,walking
22.7,walking
22.75,walking
22.8,walking
22.85,walking
22.9,walking
22.95,na
23.0,rearing
23.05,rearing
23.1,rearing
23.15,rearing
23.2,rearing
23.25,rearing
23.3,rearing
23.35,rearing
23.4,rearing
23.45,rearing
23.5,rearing
23.55,rearing
23.6,rearing
23.65,rearing
23.7,rearing
23.75,na
23.8,na
23.85,na
23.9,na
23.95,walking
24.0,walking
24.05,walking
24.1,walking
24.15,walking
24.2,walking
24.25,walking
24.3,walking
24.35,walking
24.4,walking
24.45,rearing
24.5,rearing
24.55,rearing
24.6,rearing
24.65,rearing
24.7,rearing
24.75,rearing
24.8,rearing
24.85,rearing
24.9,rearing
24.95,rearing
25.0,rearing
25.05,rearing
25.1,rearing
25.15,na
25.2,na
25.25,na
25.3,walking
25.35,walking
25.4,walking
25.45,walking
25.5,walking
25.55,walking
25.6,walking
25.65,walking
25.7,walking
25.75,walking
25.8,na
25.85,na
25.9,na
25.95,na
26.0,na
26.05,na
26.1,na
26.15,na
26.2,na
26.25,na
26.3,na
26.35,na
26.4,na
26.45,na
26.5,na
26.55,walking
26.6,walking
26.65,walking
26.7,walking
26.75,walking
26.8,na
26.85,na
26.9,na
26.95,na
27.0,na
27.05,na
27.1,na
27.15,na
27.2,na
27.25,na
27.3,na
27.35,walking
27.4,walking
27.45,walking
27.5,walking
27.55,walking
27.6,walking
27.65,walking
27.7,walking
27.75,walking
27.8,walking
27.85,walking
27.9,walking
27.95,walking
28.0,walking
28.05,walking
28.1,na
28.15,na
28.2,na
28.25,na
28.3,na
28.35,na
28.4,na
28.45,na
28.5,na
28.55,na
28.6,walking
28.65,walking
28.7,walking
28.75,walking
28.8,walking
28.85,walking
28.9,walking
28.95,walking
29.0,walking
29.05,walking
29.1,walking
29.15,walking
29.2,walking
29.25,walking
29.3,na
29.35,na
29.4,na
29.45,na
29.5,na
29.55,na
29.6,na
29.65,na
29.7,na
29.75,na
29.8,na
29.85,na
29.9,na
29.95,na
30.0,na
30.05,na
30.1,na
30.15,walking
30.2,walking
30.25,walking
30.3,walking
30.35,walking
30.4,walking
30.45,walking
30.5,walking
30.55,walking
30.6,walking
30.65,walking
30.7,na
30.75,na
30.8,na
30.85,na
30.9,na
30.95,na
31.0,na
31.05,na
31.1,na
31.15,na
31.2,na
31.25,na
31.3,na
31.35,na
31.4,na
31.45,na
31.5,walking
31.55,na
31.6,na
31.65,na
31.7,na
31.75,na
31.8,na
31.85,na
31.9,na
31.95,rearing
32.0,rearing
32.05,rearing
32.1,rearing
32.15,rearing
32.2,rearing
32.25,rearing
32.3,rearing
32.35,rearing
32.4,rearing
32.45,rearing
32.5,rearing
32.55,rearing
32.6,rearing
32.65,rearing
32.7,rearing
32.75,rearing
32.8,rearing
32.85,rearing
32.9,rearing
32.95,rearing
33.0,rearing
33.05,rearing
33.1,rearing
33.15,rearing
33.2,rearing
33.25,rearing
33.3,rearing
33.35,rearing
33.4,rearing
33.45,rearing
33.5,rearing
33.55,rearing
33.6,na
33.65,na
33.7,na
33.75,na
33.8,na
33.85,na
33.9,na
33.95,na
34.0,na
34.05,walking
34.1,walking
34.15,walking
34.2,walking
34.25,walking
34.3,walking
34.35,na
34.4,na
34.45,na
34.5,rearing
34.55,rearing
34.6,rearing
34.65,rearing
34.7,rearing
34.75,rearing
34.8,rearing
34.85,rearing
34.9,rearing
34.95,rearing
35.0,rearing
35.05,rearing
35.1,rearing
35.15,rearing
35.2,rearing
35.25,rearing
35.3,rearing
35.35,rearing
35.4,rearing
35.45,rearing
35.5,rearing
35.55,rearing
35.6,rearing
35.65,na
35.7,na
35.75,na
35.8,na
35.85,na
35.9,na
35.95,na
36.0,na
36.05,walking
36.1,walking
36.15,walking
36.2,walking
36.25,walking
36.3,walking
36.35,walking
36.4,walking
36.45,walking
36.5,na
36.55,na
36.6,na
36.65,na
36.7,na
36.75,na
36.8,na
36.85,rearing
36.9,rearing
36.95,rearing
37.0,rearing
37.05,rearing
37.1,rearing
37.15,rearing
37.2,rearing
37.25,na
37.3,walking
37.35,walking
37.4,walking
37.45,walking
37.5,walking
37.55,walking
37.6,walking
37.65,walking
37.7,na
37.75,na
37.8,na
37.85,na
37.9,na
37.95,na
38.0,na
38.05,na
38.1,na
38.15,na
38.2,na
38.25,walking
38.3,walking
38.35,walking
38.4,walking
38.45,walking
38.5,walking
38.55,walking
38.6,na
38.65,na
38.7,na
38.75,na
38.8,na
38.85,na
38.9,na
38.95,na
39.0,na
39.05,na
39.1,na
39.15,na
39.2,na
39.25,na
39.3,na
39.35,na
39.4,na
39.45,walking
39.5,walking
39.55,walking
39.6,walking
39.65,walking
39.7,walking
39.75,walking
39.8,walking
39.85,walking
39.9,walking
39.95,na
40.0,na
40.05,na
40.1,na
40.15,na
40.2,na
40.25,na
40.3,na
40.35,na
40.4,na
40.45,na
40.5,na
40.55,na
40.6,walking
40.65,walking
40.7,walking
40.75,walking
40.8,walking
40.85,walking
40.9,walking
40.95,walking
41.0,walking
41.05,walking
41.1,walking
41.15,walking
41.2,walking
41.25,walking
41.3,na
41.35,na
41.4,na
41.45,na
41.5,na
41.55,rearing
41.6,rearing
41.65,rearing
41.7,rearing
41.75,rearing
41.8,rearing
41.85,rearing
41.9,rearing
41.95,rearing
42.0,rearing
42.05,na
42.1,na
42.15,walking
42.2,walking
42.25,walking
42.3,walking
42.35,walking
42.4,walking
42.45,walking
42.5,walking
42.55,walking
42.6,walking
42.65,na
42.7,na
42.75,rearing
42.8,rearing
42.85,rearing
42.9,rearing
42.95,rearing
43.0,rearing
43.05,rearing
43.1,rearing
43.15,rearing
43.2,rearing
43.25,rearing
43.3,rearing
43.35,rearing
43.4,rearing
43.45,rearing
43.5,rearing
43.55,rearing
43.6,rearing
43.65,rearing
43.7,rearing
43.75,rearing
43.8,rearing
43.85,rearing
43.9,rearing
43.95,rearing
44.0,na
44.05,na
44.1,na
44.15,na
44.2,na
44.25,na
44.3,na
44.35,na
44.4,na
44.45,na
44.5,na
44.55,na
44.6,na
44.65,na
44.7,na
44.75,na
44.8,na
44.85,na
44.9,na
44.95,na
45.0,na
45.05,na
45.1,na
45.15,na
45.2,na
45.25,walking
45.3,walking
45.35,walking
45.4,walking
45.45,walking
45.5,walking
45.55,walking
45.6,walking
45.65,standing
45.7,standing
45.75,standing
45.8,standing
45.85,standing
45.9,standing
45.95,standing
46.0,standing
46.05,standing
46.1,standing
46.15,standing
46.2,na
46.25,na
46.3,na
46.35,na
46.4,na
46.45,na
46.5,na
46.55,na
46.6,na
46.65,na
46.7,na
46.75,na
46.8,na
46.85,na
46.9,na
46.95,na
47.0,rearing
47.05,rearing
47.1,rearing
47.15,rearing
47.2,rearing
47.25,rearing
47.3,rearing
47.35,na
47.4,na
47.45,na
47.5,na
47.55,standing
47.6,standing
47.65,standing
47.7,standing
47.75,standing
47.8,standing
47.85,standing
47.9,standing
47.95,na
48.0,na
48.05,na
48.1,standing
48.15,standing
48.2,standing
48.25,standing
48.3,standing
48.35,na
48.4,na
48.45,na
48.5,na
48.55,na
48.6,na
48.65,na
48.7,na
48.75,na
48.8,na
48.85,na
48.9,na
48.95,na
49.0,na
49.05,na
49.1,na
49.15,na
49.2,na
49.25,rearing
49.3,rearing
49.35,rearing
49.4,rearing
49.45,rearing
49.5,rearing
49.55,rearing
49.6,rearing
49.65,rearing
49.7,rearing
49.75,rearing
49.8,rearing
49.85,rearing
49.9,rearing
49.95,rearing
50.0,rearing
50.05,rearing
50.1,rearing
50.15,rearing
50.2,rearing
50.25,rearing
50.3,rearing
50.35,rearing
50.4,rearing
50.45,na
50.5,na
50.55,na
50.6,na
50.65,na
50.7,na
50.75,walking
50.8,walking
50.85,walking
50.9,walking
50.95,na
51.0,na
51.05,na
51.1,na
51.15,rearing
51.2,rearing
51.25,rearing
51.3,rearing
51.35,rearing
51.4,rearing
51.45,rearing
51.5,rearing
51.55,rearing
51.6,rearing
51.65,rearing
51.7,rearing
51.75,rearing
51.8,rearing
51.85,walking
51.9,walking
51.95,walking
52.0,walking
52.05,walking
52.1,walking
52.15,walking
52.2,walking
52.25,walking
52.3,walking
52.35,walking
52.4,na
52.45,na
52.5,na
52.55,na
52.6,na
52.65,na
52.7,na
52.75,na
52.8,na
52.85,na
52.9,na
52.95,na
53.0,na
53.05,na
53.1,walking
53.15,walking
53.2,walking
53.25,walking
53.3,walking
53.35,walking
53.4,walking
53.45,walking
53.5,walking
53.55,na
53.6,rearing
53.65,rearing
53.7,rearing
53.75,rearing
53.8,rearing
53.85,rearing
53.9,rearing
53.95,rearing
54.0,rearing
54.05,na
54.1,na
54.15,na
54.2,na
54.25,na
54.3,na
54.35,na
54.4,na
54.45,na
54.5,na
54.55,na
54.6,na
54.65,na
54.7,na
54.75,walking
54.8,walking
54.85,walking
54.9,walking
54.95,walking
55.0,walking
55.05,na
55.1,na
55.15,na
55.2,na
55.25,na
55.3,na
55.35,na
55.4,na
55.45,na
55.5,na
55.55,na
55.6,na
55.65,na
55.7,na
55.75,na
55.8,na
55.85,na
55.9,na
55.95,na
56.0,na
56.05,na
56.1,na
56.15,na
56.2,na
56.25,na
56.3,na
56.35,na
56.4,rearing
56.45,rearing
56.5,rearing
56.55,rearing
56.6,rearing
56.65,rearing
56.7,rearing
56.75,rearing
56.8,rearing
56.85,rearing
56.9,rearing
56.95,rearing
57.0,na
57.05,na
57.1,na
57.15,na
57.2,na
57.25,na
57.3,na
57.35,na
57.4,na
57.45,na
57.5,na
57.55,na
57.6,walking
57.65,na
57.7,na
57.75,na
57.8,na
57.85,na
57.9,na
57.95,na
58.0,rearing
58.05,rearing
58.1,na
58.15,na
58.2,na
58.25,na
58.3,na
58.35,na
58.4,na
58.45,na
58.5,na
58.55,na
58.6,na
58.65,na
58.7,na
58.75,na
58.8,na
58.85,na
58.9,na
58.95,na
59.0,rearing
59.05,rearing
59.1,rearing
59.15,rearing
59.2,rearing
59.25,rearing
59.3,rearing
59.35,rearing
59.4,rearing
59.45,rearing
59.5,na
59.55,na
59.6,na
59.65,walking
59.7,walking
59.75,walking
59.8,walking
59.85,walking
59.9,walking
59.95,walking
60.0,walking
60.05,walking
60.1,na
60.15,na
60.2,na
60.25,na
60.3,na
60.35,na
60.4,na
60.45,na
60.5,na
60.55,na
60.6,na
60.65,na
60.7,na
60.75,standing
60.8,standing
60.85,standing
60.9,standing
60.95,standing
61.0,standing
61.05,standing
61.1,standing
61.15,standing
61.2,standing
61.25,standing
61.3,standing
61.35,standing
61.4,standing
61.45,standing
61.5,standing
61.55,standing
61.6,standing
61.65,standing
61.7,standing
61.75,standing
61.8,standing
61.85,standing
61.9,standing
61.95,standing
62.0,standing
62.05,standing
62.1,standing
62.15,standing
62.2,standing
62.25,standing
62.3,na
62.35,na
62.4,na
62.45,na
62.5,na
62.55,na
62.6,na
62.65,na
62.7,na
62.75,na
62.8,na
62.85,na
62.9,na
62.95,na
63.0,na
63.05,na
63.1,na
63.15,na
63.2,na
63.25,rearing
63.3,rearing
63.35,rearing
63.4,rearing
63.45,rearing
63.5,rearing
63.55,rearing
63.6,rearing
63.65,rearing
63.7,rearing
63.75,rearing
63.8,rearing
63.85,rearing
63.9,rearing
63.95,rearing
64.0,rearing
64.05,rearing
64.1,rearing
64.15,rearing
64.2,rearing
64.25,rearing
64.3,rearing
64.35,rearing
64.4,rearing
64.45,rearing
64.5,rearing
64.55,rearing
64.6,rearing
64.65,rearing
64.7,rearing
64.75,rearing
64.8,rearing
64.85,rearing
64.9,na
64.95,na
65.0,na
65.05,na
65.1,na
65.15,na
65.2,na
65.25,na
65.3,na
65.35,rearing
65.4,rearing
65.45,rearing
65.5,rearing
65.55,rearing
65.6,rearing
65.65,rearing
65.7,rearing
65.75,rearing
65.8,rearing
65.85,rearing
65.9,rearing
65.95,rearing
66.0,rearing
66.05,rearing
66.1,rearing
66.15,rearing
66.2,rearing
66.25,rearing
66.3,rearing
66.35,rearing
66.4,rearing
66.45,rearing
66.5,rearing
66.55,rearing
66.6,rearing
66.65,rearing
66.7,rearing
66.75,rearing
66.8,rearing
66.85,rearing
66.9,rearing
66.95,rearing
67.0,rearing
67.05,rearing
67.1,rearing
67.15,rearing
67.2,na
67.25,na
67.3,na
67.35,na
67.4,na
67.45,na
67.5,na
67.55,na
67.6,na
67.65,na
67.7,na
67.75,na
67.8,na
67.85,walking
67.9,walking
67.95,walking
68.0,walking
68.05,walking
68.1,walking
68.15,walking
68.2,na
68.25,na
68.3,na
68.35,na
68.4,na
68.45,na
68.5,na
68.55,na
68.6,na
68.65,standing
68.7,standing
68.75,standing
68.8,standing
68.85,standing
68.9,na
68.95,na
69.0,na
69.05,standing
69.1,standing
69.15,standing
69.2,na
69.25,na
69.3,na
69.35,na
69.4,na
69.45,na
69.5,na
69.55,na
69.6,na
69.65,na
69.7,na
69.75,standing
69.8,standing
69.85,standing
69.9,standing
69.95,standing
70.0,standing
70.05,standing
70.1,standing
70.15,standing
70.2,standing
70.25,standing
70.3,standing
70.35,standing
70.4,na
70.45,na
70.5,na
70.55,na
70.6,na
70.65,na
70.7,na
70.75,na
70.8,na
70.85,na
70.9,na
70.95,na
71.0,na
71.05,standing
71.1,standing
71.15,standing
71.2,na
71.25,na
71.3,na
71.35,na
71.4,na
71.45,na
71.5,na
71.55,na
71.6,na
71.65,na
71.7,na
71.75,na
71.8,na
71.85,na
71.9,na
71.95,rearing
72.0,rearing
72.05,rearing
72.1,rearing
72.15,rearing
72.2,rearing
72.25,rearing
72.3,na
72.35,na
72.4,na
72.45,na
72.5,na
72.55,walking
72.6,walking
72.65,walking
72.7,walking
72.75,walking
72.8,walking
72.85,walking
72.9,na
72.95,na
73.0,na
73.05,na
73.1,rearing
73.15,rearing
73.2,rearing
73.25,rearing
73.3,rearing
73.35,rearing
73.4,na
73.45,na
73.5,na
73.55,na
73.6,walking
73.65,walking
73.7,walking
73.75,walking
73.8,walking
73.85,walking
73.9,walking
73.95,walking
74.0,walking
74.05,walking
74.1,walking
74.15,na
74.2,na
74.25,na
74.3,na
74.35,na
74.4,na
74.45,na
74.5,na
74.55,rearing
74.6,rearing
74.65,rearing
74.7,rearing
74.75,rearing
74.8,rearing
74.85,rearing
74.9,rearing
74.95,rearing
75.0,rearing
75.05,rearing
75.1,na
75.15,na
75.2,na
75.25,na
75.3,na
75.35,na
75.4,na
75.45,na
75.5,na
75.55,na
75.6,na
75.65,na
75.7,na
75.75,na
75.8,na
75.85,na
75.9,na
75.95,na
76.0,na
76.05,rearing
76.1,rearing
76.15,rearing
76.2,rearing
76.25,rearing
76.3,rearing
76.35,rearing
76.4,rearing
76.45,rearing
76.5,rearing
76.55,rearing
76.6,rearing
76.65,rearing
76.7,rearing
76.75,rearing
76.8,rearing
76.85,rearing
76.9,rearing
76.95,na
77.0,na
77.05,na
77.1,na
77.15,na
77.2,walking
77.25,walking
77.3,walking
77.35,walking
77.4,walking
77.45,walking
77.5,walking
77.55,walking
77.6,na
77.65,na
77.7,na
77.75,na
77.8,na
77.85,na
77.9,rearing
77.95,rearing
78.0,rearing
78.05,rearing
78.1,rearing
78.15,rearing
78.2,rearing
78.25,rearing
78.3,rearing
78.35,rearing
78.4,rearing
78.45,rearing
78.5,rearing
78.55,rearing
78.6,rearing
78.65,rearing
78.7,rearing
78.75,rearing
78.8,rearing
78.85,rearing
78.9,rearing
78.95,rearing
79.0,rearing
79.05,rearing
79.1,rearing
79.15,rearing
79.2,rearing
79.25,rearing
79.3,rearing
79.35,rearing
79.4,rearing
79.45,rearing
79.5,rearing
79.55,rearing
79.6,rearing
79.65,rearing
79.7,rearing
79.75,rearing
79.8,rearing
79.85,rearing
79.9,rearing
79.95,rearing
80.0,rearing
80.05,rearing
80.1,rearing
80.15,rearing
80.2,rearing
80.25,rearing
80.3,rearing
80.35,rearing
80.4,rearing
80.45,rearing
80.5,na
80.55,na
80.6,na
80.65,na
80.7,na
80.75,na
80.8,walking
80.85,walking
80.9,walking
80.95,walking
81.0,walking
81.05,walking
81.1,walking
81.15,walking
81.2,walking
81.25,walking
81.3,na
81.35,na
81.4,na
81.45,na
81.5,na
81.55,na
81.6,na
81.65,na
81.7,na
81.75,na
81.8,na
81.85,na
81.9,walking
81.95,walking
82.0,walking
82.05,walking
82.1,walking
82.15,walking
82.2,walking
82.25,walking
82.3,walking
82.35,walking
82.4,walking
82.45,walking
82.5,walking
82.55,walking
82.6,na
82.65,na
82.7,na
82.75,na
82.8,na
82.85,na
82.9,rearing
82.95,rearing
83.0,rearing
83.05,rearing
83.1,rearing
83.15,na
83.2,na
83.25,na
83.3,na
83.35,na
83.4,na
83.45,rearing
83.5,rearing
83.55,rearing
83.6,na
83.65,na
83.7,na
83.75,na
83.8,na
83.85,na
83.9,na
83.95,na
84.0,na
84.05,walking
84.1,na
84.15,na
84.2,na
84.25,na
84.3,na
84.35,na
84.4,na
84.45,na
84.5,na
84.55,na
84.6,na
84.65,na
84.7,na
84.75,na
84.8,na
84.85,walking
84.9,walking
84.95,walking
85.0,walking
85.05,walking
85.1,walking
85.15,walking
85.2,walking
85.25,walking
85.3,na
85.35,na
85.4,na
85.45,na
85.5,na
85.55,na
85.6,na
85.65,na
85.7,na
85.75,na
85.8,na
85.85,na
85.9,na
85.95,rearing
86.0,rearing
86.05,rearing
86.1,rearing
86.15,rearing
86.2,rearing
86.25,rearing
86.3,rearing
86.35,rearing
86.4,rearing
86.45,rearing
86.5,rearing
86.55,rearing
86.6,rearing
86.65,rearing
86.7,na
86.75,na
86.8,na
86.85,na
86.9,na
86.95,na
87.0,na
87.05,na
87.1,na
87.15,na
87.2,na
87.25,na
87.3,na
87.35,na
87.4,na
87.45,na
87.5,na
87.55,na
87.6,na
87.65,na
87.7,na
87.75,na
87.8,na
87.85,na
87.9,na
87.95,na
88.0,na
88.05,na
88.1,na
88.15,na
88.2,na
88.25,na
88.3,na
88.35,na
88.4,na
88.45,na
88.5,walking
88.55,walking
88.6,na
88.65,na
88.7,na
88.75,na
88.8,na
88.85,na
88.9,rearing
88.95,rearing
89.0,rearing
89.05,rearing
89.1,rearing
89.15,rearing
89.2,rearing
89.25,rearing
89.3,rearing
89.35,rearing
89.4,rearing
89.45,rearing
89.5,rearing
89.55,rearing
89.6,rearing
89.65,rearing
89.7,rearing
89.75,na
89.8,na
89.85,na
89.9,na
89.95,na
90.0,na
90.05,na
90.1,na
90.15,na
90.2,na
90.25,na
90.3,na
90.35,na
90.4,na
90.45,walking
90.5,walking
90.55,walking
90.6,walking
90.65,walking
90.7,walking
90.75,walking
90.8,walking
90.85,walking
90.9,walking
90.95,rearing
91.0,rearing
91.05,rearing
91.1,rearing
91.15,rearing
91.2,rearing
91.25,rearing
91.3,rearing
91.35,rearing
91.4,rearing
91.45,rearing
91.5,rearing
91.55,rearing
91.6,rearing
91.65,rearing
91.7,rearing
91.75,rearing
91.8,rearing
91.85,rearing
91.9,rearing
91.95,rearing
92.0,rearing
92.05,na
92.1,na
92.15,na
92.2,na
92.25,na
92.3,na
92.35,na
92.4,na
92.45,na
92.5,na
92.55,na
92.6,na
92.65,na
92.7,na
92.75,na
92.8,na
92.85,na
92.9,na
92.95,na
93.0,na
93.05,na
93.1,na
93.15,na
93.2,na
93.25,walking
93.3,walking
93.35,walking
93.4,walking
93.45,walking
93.5,walking
93.55,walking
93.6,walking
93.65,walking
93.7,walking
93.75,na
93.8,na
93.85,na
93.9,na
93.95,na
94.0,na
94.05,na
94.1,na
94.15,na
94.2,na
94.25,na
94.3,na
94.35,na
94.4,na
94.45,na
94.5,na
94.55,na
94.6,na
94.65,na
94.7,na
94.75,na
94.8,na
94.85,na
94.9,na
94.95,na
95.0,na
95.05,na
95.1,na
95.15,na
95.2,na
95.25,na
95.3,na
95.35,na
95.4,na
95.45,na
95.5,na
95.55,na
95.6,na
95.65,na
95.7,na
95.75,na
95.8,na
95.85,na
95.9,na
95.95,na
96.0,na
96.05,na
96.1,na
96.15,na
96.2,na
96.25,na
96.3,na
96.35,na
96.4,rearing
96.45,rearing
96.5,rearing
96.55,rearing
96.6,rearing
96.65,rearing
96.7,rearing
96.75,rearing
96.8,rearing
96.85,rearing
96.9,rearing
96.95,rearing
97.0,rearing
97.05,na
97.1,na
97.15,na
97.2,na
97.25,na
97.3,na
97.35,na
97.4,na
97.45,na
97.5,na
97.55,na
97.6,na
97.65,na
97.7,na
97.75,na
97.8,na
97.85,na
97.9,na
97.95,na
98.0,na
98.05,na
98.1,na
98.15,na
98.2,na
98.25,na
98.3,na
98.35,na
98.4,na
98.45,na
98.5,na
98.55,na
98.6,walking
98.65,walking
98.7,walking
98.75,na
98.8,na
98.85,na
98.9,na
98.95,na
99.0,na
99.05,na
99.1,na
99.15,na
99.2,rearing
99.25,rearing
99.3,rearing
99.35,rearing
99.4,rearing
99.45,rearing
99.5,rearing
99.55,rearing
99.6,rearing
99.65,rearing
99.7,rearing
99.75,rearing
99.8,rearing
99.85,rearing
99.9,rearing
99.95,rearing
100.0,rearing
100.05,rearing
100.1,rearing
100.15,rearing
100.2,rearing
100.25,rearing
100.3,rearing
100.35,rearing
100.4,rearing
100.45,rearing
100.5,rearing
100.55,rearing
100.6,rearing
100.65,rearing
100.7,na
100.75,na
100.8,na
100.85,na
100.9,standing
100.95,standing
101.0,standing
101.05,standing
101.1,standing
101.15,standing
101.2,standing
101.25,standing
101.3,standing
101.35,na
101.4,standing
101.45,standing
101.5,standing
101.55,standing
101.6,standing
101.65,standing
101.7,standing
101.75,standing
101.8,standing
101.85,standing
101.9,standing
101.95,standing
102.0,standing
102.05,na
102.1,na
102.15,na
102.2,na
102.25,na
102.3,na
102.35,na
102.4,na
