,0
34.9,walking
34.95,na
35.0,na
35.05,na
35.1,na
35.15,na
35.2,na
35.25,na
35.3,na
35.35,na
35.4,na
35.45,na
35.5,na
35.55,na
35.6,na
35.65,na
35.7,na
35.75,na
35.8,na
35.85,walking
35.9,walking
35.95,walking
36.0,walking
36.05,walking
36.1,walking
36.15,walking
36.2,walking
36.25,na
36.3,rearing
36.35,rearing
36.4,rearing
36.45,rearing
36.5,rearing
36.55,rearing
36.6,rearing
36.65,rearing
36.7,rearing
36.75,rearing
36.8,rearing
36.85,rearing
36.9,rearing
36.95,rearing
37.0,rearing
37.05,rearing
37.1,rearing
37.15,rearing
37.2,rearing
37.25,rearing
37.3,rearing
37.35,rearing
37.4,na
37.45,na
37.5,na
37.55,na
37.6,na
37.65,na
37.7,na
37.75,na
37.8,walking
37.85,walking
37.9,walking
37.95,walking
38.0,walking
38.05,walking
38.1,walking
38.15,walking
38.2,walking
38.25,walking
38.3,walking
38.35,walking
38.4,walking
38.45,walking
38.5,walking
38.55,walking
38.6,walking
38.65,walking
38.7,walking
38.75,walking
38.8,walking
38.85,walking
38.9,walking
38.95,walking
39.0,walking
39.05,walking
39.1,walking
39.15,walking
39.2,walking
39.25,walking
39.3,walking
39.35,walking
39.4,walking
39.45,walking
39.5,walking
39.55,walking
39.6,walking
39.65,walking
39.7,walking
39.75,walking
39.8,walking
39.85,walking
39.9,walking
39.95,walking
40.0,walking
40.05,walking
40.1,walking
40.15,walking
40.2,walking
40.25,walking
40.3,na
40.35,na
40.4,na
40.45,na
40.5,na
40.55,na
40.6,na
40.65,na
40.7,walking
40.75,walking
40.8,walking
40.85,walking
40.9,walking
40.95,walking
41.0,walking
41.05,walking
41.1,walking
41.15,walking
41.2,na
41.25,na
41.3,na
41.35,na
41.4,na
41.45,na
41.5,na
41.55,na
41.6,na
41.65,na
41.7,walking
41.75,walking
41.8,walking
41.85,walking
41.9,walking
41.95,walking
42.0,walking
42.05,walking
42.1,walking
42.15,walking
42.2,walking
42.25,walking
42.3,walking
42.35,walking
42.4,walking
42.45,walking
42.5,walking
42.55,walking
42.6,walking
42.65,walking
42.7,walking
42.75,walking
42.8,walking
42.85,walking
42.9,walking
42.95,walking
43.0,walking
43.05,walking
43.1,walking
43.15,walking
43.2,walking
43.25,walking
43.3,walking
43.35,walking
43.4,na
43.45,na
43.5,na
43.55,na
43.6,na
43.65,na
43.7,na
43.75,na
43.8,rearing
43.85,rearing
43.9,rearing
43.95,rearing
44.0,rearing
44.05,rearing
44.1,rearing
44.15,rearing
44.2,rearing
44.25,na
44.3,na
44.35,na
44.4,na
44.45,na
44.5,na
44.55,na
44.6,na
44.65,na
44.7,rearing
44.75,rearing
44.8,rearing
44.85,rearing
44.9,rearing
44.95,rearing
45.0,rearing
45.05,rearing
45.1,rearing
45.15,rearing
45.2,rearing
45.25,rearing
45.3,rearing
45.35,rearing
45.4,rearing
45.45,rearing
45.5,rearing
45.55,rearing
45.6,rearing
45.65,rearing
45.7,rearing
45.75,rearing
45.8,rearing
45.85,rearing
45.9,rearing
45.95,rearing
46.0,rearing
46.05,rearing
46.1,rearing
46.15,rearing
46.2,rearing
46.25,rearing
46.3,rearing
46.35,rearing
46.4,rearing
46.45,rearing
46.5,rearing
46.55,rearing
46.6,rearing
46.65,rearing
46.7,rearing
46.75,rearing
46.8,rearing
46.85,rearing
46.9,rearing
46.95,rearing
47.0,rearing
47.05,rearing
47.1,rearing
47.15,na
47.2,na
47.25,na
47.3,na
47.35,na
47.4,na
47.45,na
47.5,na
47.55,na
47.6,na
47.65,na
47.7,na
47.75,na
47.8,na
47.85,na
47.9,na
47.95,na
48.0,na
48.05,na
48.1,na
48.15,na
48.2,na
48.25,na
48.3,walking
48.35,walking
48.4,walking
48.45,walking
48.5,walking
48.55,walking
48.6,walking
48.65,walking
48.7,na
48.75,na
48.8,na
48.85,na
48.9,na
48.95,na
49.0,na
49.05,na
49.1,na
49.15,na
49.2,na
49.25,walking
49.3,walking
49.35,walking
49.4,walking
49.45,walking
49.5,walking
49.55,walking
49.6,walking
49.65,walking
49.7,walking
49.75,walking
49.8,walking
49.85,walking
49.9,walking
49.95,na
50.0,na
50.05,na
50.1,na
50.15,standing
50.2,standing
50.25,standing
50.3,standing
50.35,standing
50.4,na
50.45,na
50.5,na
50.55,na
50.6,na
50.65,na
50.7,na
50.75,na
50.8,na
50.85,na
50.9,na
50.95,na
51.0,na
51.05,na
51.1,na
51.15,na
51.2,na
51.25,na
51.3,na
51.35,na
51.4,na
51.45,standing
51.5,standing
51.55,standing
51.6,na
51.65,na
51.7,na
51.75,walking
51.8,walking
51.85,walking
51.9,walking
51.95,walking
52.0,walking
52.05,na
52.1,na
52.15,na
52.2,na
52.25,na
52.3,na
52.35,na
52.4,na
52.45,na
52.5,na
52.55,na
52.6,na
52.65,na
52.7,na
52.75,na
52.8,na
52.85,na
52.9,na
52.95,walking
53.0,walking
53.05,walking
53.1,walking
53.15,walking
53.2,walking
53.25,na
53.3,na
53.35,na
53.4,na
53.45,standing
53.5,standing
53.55,standing
53.6,standing
53.65,standing
53.7,standing
53.75,standing
53.8,standing
53.85,na
53.9,na
53.95,na
54.0,na
54.05,na
54.1,na
54.15,na
54.2,na
54.25,na
54.3,na
54.35,na
54.4,na
54.45,na
54.5,na
54.55,na
54.6,na
54.65,na
54.7,na
54.75,walking
54.8,walking
54.85,walking
54.9,walking
54.95,walking
55.0,walking
55.05,walking
55.1,walking
55.15,walking
55.2,walking
55.25,walking
55.3,walking
55.35,walking
55.4,walking
55.45,walking
55.5,walking
55.55,walking
55.6,walking
55.65,walking
55.7,walking
55.75,walking
55.8,walking
55.85,walking
55.9,walking
55.95,walking
56.0,walking
56.05,walking
56.1,walking
56.15,walking
56.2,walking
56.25,walking
56.3,walking
56.35,walking
56.4,na
56.45,na
56.5,na
56.55,na
56.6,na
56.65,rearing
56.7,rearing
56.75,rearing
56.8,rearing
56.85,rearing
56.9,rearing
56.95,rearing
57.0,rearing
57.05,rearing
57.1,na
57.15,na
57.2,na
57.25,na
57.3,na
57.35,na
57.4,na
57.45,na
57.5,na
57.55,na
57.6,na
57.65,na
57.7,na
57.75,na
57.8,rearing
57.85,rearing
57.9,rearing
57.95,rearing
58.0,rearing
58.05,rearing
58.1,rearing
58.15,rearing
58.2,rearing
58.25,rearing
58.3,rearing
58.35,rearing
58.4,rearing
58.45,rearing
58.5,rearing
58.55,rearing
58.6,rearing
58.65,rearing
58.7,rearing
58.75,rearing
58.8,rearing
58.85,rearing
58.9,rearing
58.95,rearing
59.0,rearing
59.05,rearing
59.1,rearing
59.15,rearing
59.2,rearing
59.25,rearing
59.3,rearing
59.35,rearing
59.4,rearing
59.45,rearing
59.5,rearing
59.55,na
59.6,na
59.65,na
59.7,na
59.75,na
59.8,na
59.85,na
59.9,na
59.95,na
60.0,na
60.05,na
60.1,rearing
60.15,rearing
60.2,rearing
60.25,rearing
60.3,rearing
60.35,rearing
60.4,rearing
60.45,rearing
60.5,rearing
60.55,rearing
60.6,rearing
60.65,rearing
60.7,rearing
60.75,rearing
60.8,rearing
60.85,rearing
60.9,rearing
60.95,rearing
61.0,rearing
61.05,rearing
61.1,rearing
61.15,rearing
61.2,rearing
61.25,rearing
61.3,rearing
61.35,rearing
61.4,rearing
61.45,rearing
61.5,rearing
61.55,na
61.6,na
61.65,na
61.7,na
61.75,na
61.8,na
61.85,na
61.9,na
61.95,na
62.0,na
62.05,na
62.1,na
62.15,na
62.2,na
62.25,na
62.3,na
62.35,na
62.4,na
62.45,rearing
62.5,rearing
62.55,rearing
62.6,rearing
62.65,rearing
62.7,rearing
62.75,rearing
62.8,rearing
62.85,rearing
62.9,rearing
62.95,rearing
63.0,rearing
63.05,rearing
63.1,rearing
63.15,rearing
63.2,rearing
63.25,rearing
63.3,rearing
63.35,rearing
63.4,rearing
63.45,rearing
63.5,rearing
63.55,rearing
63.6,na
63.65,na
63.7,na
63.75,na
63.8,na
63.85,na
63.9,na
63.95,na
64.0,na
64.05,na
64.1,na
64.15,na
64.2,na
64.25,na
64.3,na
64.35,rearing
64.4,rearing
64.45,rearing
64.5,rearing
64.55,rearing
64.6,rearing
64.65,rearing
64.7,rearing
64.75,rearing
64.8,rearing
64.85,rearing
64.9,rearing
64.95,rearing
65.0,rearing
65.05,rearing
65.1,rearing
65.15,rearing
65.2,rearing
65.25,rearing
65.3,rearing
65.35,rearing
65.4,na
65.45,walking
65.5,walking
65.55,walking
65.6,walking
65.65,walking
65.7,walking
65.75,walking
65.8,walking
65.85,walking
65.9,walking
65.95,walking
66.0,walking
66.05,walking
66.1,walking
66.15,walking
66.2,walking
66.25,walking
66.3,walking
66.35,walking
66.4,walking
66.45,walking
66.5,walking
66.55,walking
66.6,walking
66.65,walking
66.7,walking
66.75,walking
66.8,walking
66.85,walking
66.9,walking
66.95,walking
67.0,walking
67.05,walking
67.1,walking
67.15,walking
67.2,walking
67.25,walking
67.3,walking
67.35,walking
67.4,walking
67.45,walking
67.5,walking
67.55,walking
67.6,walking
67.65,walking
67.7,walking
67.75,walking
67.8,walking
67.85,walking
67.9,walking
67.95,walking
68.0,walking
68.05,walking
68.1,walking
68.15,walking
68.2,walking
68.25,walking
68.3,walking
68.35,walking
68.4,walking
68.45,walking
68.5,walking
68.55,walking
68.6,walking
68.65,walking
68.7,walking
68.75,walking
68.8,walking
68.85,walking
68.9,na
68.95,na
69.0,na
69.05,na
69.1,na
69.15,na
69.2,na
69.25,na
69.3,na
69.35,na
69.4,na
69.45,walking
69.5,walking
69.55,walking
69.6,walking
69.65,walking
69.7,walking
69.75,walking
69.8,na
69.85,na
69.9,na
69.95,na
70.0,na
70.05,na
70.1,na
70.15,na
70.2,na
70.25,na
70.3,na
70.35,na
70.4,rearing
70.45,rearing
70.5,rearing
70.55,rearing
70.6,rearing
70.65,rearing
70.7,rearing
70.75,rearing
70.8,rearing
70.85,rearing
70.9,rearing
70.95,rearing
71.0,rearing
71.05,rearing
71.1,rearing
71.15,rearing
71.2,rearing
71.25,rearing
71.3,rearing
71.35,rearing
71.4,rearing
71.45,rearing
71.5,rearing
71.55,rearing
71.6,rearing
71.65,rearing
71.7,rearing
71.75,rearing
71.8,rearing
71.85,rearing
71.9,rearing
71.95,rearing
72.0,rearing
72.05,rearing
72.1,rearing
72.15,rearing
72.2,rearing
72.25,rearing
72.3,rearing
72.35,rearing
72.4,rearing
72.45,rearing
72.5,rearing
72.55,rearing
72.6,rearing
72.65,na
72.7,na
72.75,na
72.8,na
72.85,na
72.9,na
72.95,na
73.0,na
73.05,na
73.1,na
73.15,na
73.2,na
73.25,na
73.3,na
73.35,na
73.4,na
73.45,na
73.5,na
73.55,na
73.6,na
73.65,na
73.7,na
73.75,na
73.8,na
73.85,na
73.9,na
73.95,na
74.0,na
74.05,na
74.1,na
74.15,na
74.2,na
74.25,na
74.3,na
74.35,na
74.4,na
74.45,na
74.5,na
74.55,walking
74.6,walking
74.65,walking
74.7,walking
74.75,walking
74.8,walking
74.85,walking
74.9,walking
74.95,na
75.0,na
75.05,na
75.1,na
75.15,na
75.2,na
75.25,na
75.3,na
75.35,na
75.4,na
75.45,na
75.5,rearing
75.55,rearing
75.6,rearing
75.65,rearing
75.7,rearing
75.75,rearing
75.8,rearing
75.85,rearing
75.9,rearing
75.95,rearing
76.0,rearing
76.05,rearing
76.1,rearing
76.15,rearing
76.2,rearing
76.25,rearing
76.3,rearing
76.35,rearing
76.4,rearing
76.45,rearing
76.5,rearing
76.55,rearing
76.6,rearing
76.65,rearing
76.7,rearing
76.75,rearing
76.8,rearing
76.85,rearing
76.9,rearing
76.95,rearing
77.0,rearing
77.05,rearing
77.1,rearing
77.15,rearing
77.2,rearing
77.25,rearing
77.3,rearing
77.35,rearing
77.4,rearing
77.45,rearing
77.5,na
77.55,na
77.6,na
77.65,na
77.7,na
77.75,na
77.8,na
77.85,na
77.9,na
77.95,na
78.0,rearing
78.05,rearing
78.1,rearing
78.15,rearing
78.2,rearing
78.25,rearing
78.3,rearing
78.35,rearing
78.4,rearing
78.45,rearing
78.5,rearing
78.55,rearing
78.6,rearing
78.65,rearing
78.7,rearing
78.75,rearing
78.8,rearing
78.85,rearing
78.9,rearing
78.95,rearing
79.0,rearing
79.05,rearing
79.1,rearing
79.15,rearing
79.2,rearing
79.25,rearing
79.3,rearing
79.35,na
79.4,na
79.45,na
79.5,walking
79.55,walking
79.6,walking
79.65,walking
79.7,walking
79.75,walking
79.8,walking
79.85,walking
79.9,walking
79.95,walking
80.0,walking
80.05,walking
80.1,na
80.15,na
80.2,na
80.25,na
80.3,na
80.35,na
80.4,na
80.45,na
80.5,na
80.55,na
80.6,na
80.65,na
80.7,na
80.75,na
80.8,na
80.85,na
80.9,na
80.95,na
81.0,na
81.05,na
81.1,na
81.15,na
81.2,na
81.25,na
81.3,walking
81.35,walking
81.4,walking
81.45,walking
81.5,walking
81.55,walking
81.6,walking
81.65,walking
81.7,walking
81.75,walking
81.8,na
81.85,na
81.9,na
81.95,na
82.0,standing
82.05,standing
82.1,na
82.15,na
82.2,na
82.25,na
82.3,na
82.35,na
82.4,na
82.45,na
82.5,na
82.55,na
82.6,na
82.65,na
82.7,na
82.75,na
82.8,na
82.85,walking
82.9,walking
82.95,walking
83.0,walking
83.05,walking
83.1,walking
83.15,walking
83.2,walking
83.25,walking
83.3,walking
83.35,walking
83.4,walking
83.45,walking
83.5,na
83.55,na
83.6,na
83.65,na
83.7,na
83.75,na
83.8,na
83.85,na
83.9,na
83.95,na
84.0,na
84.05,na
84.1,na
84.15,na
84.2,na
84.25,na
84.3,rearing
84.35,rearing
84.4,rearing
84.45,rearing
84.5,rearing
84.55,rearing
84.6,rearing
84.65,rearing
84.7,rearing
84.75,rearing
84.8,rearing
84.85,rearing
84.9,rearing
84.95,rearing
85.0,rearing
85.05,rearing
85.1,rearing
85.15,rearing
85.2,rearing
85.25,rearing
85.3,rearing
85.35,rearing
85.4,rearing
85.45,rearing
85.5,rearing
85.55,na
85.6,na
85.65,na
85.7,na
85.75,na
85.8,na
85.85,na
85.9,na
85.95,na
86.0,na
86.05,na
86.1,na
86.15,na
86.2,walking
86.25,walking
86.3,walking
86.35,walking
86.4,walking
86.45,walking
86.5,walking
86.55,walking
86.6,walking
86.65,walking
86.7,walking
86.75,na
86.8,na
86.85,na
86.9,na
86.95,na
87.0,na
87.05,na
87.1,na
87.15,na
87.2,na
87.25,na
87.3,walking
87.35,walking
87.4,walking
87.45,walking
87.5,walking
87.55,walking
87.6,walking
87.65,walking
87.7,walking
87.75,walking
87.8,walking
87.85,walking
87.9,walking
87.95,walking
88.0,walking
88.05,walking
88.1,walking
88.15,walking
88.2,walking
88.25,walking
88.3,walking
88.35,walking
88.4,walking
88.45,walking
88.5,walking
88.55,walking
88.6,walking
88.65,walking
88.7,walking
88.75,walking
88.8,walking
88.85,walking
88.9,walking
88.95,walking
89.0,walking
89.05,na
89.1,na
89.15,na
89.2,na
89.25,na
89.3,na
89.35,na
89.4,na
89.45,na
89.5,na
89.55,na
89.6,na
89.65,na
89.7,na
89.75,na
89.8,na
89.85,walking
89.9,walking
89.95,walking
90.0,walking
90.05,walking
90.1,walking
90.15,walking
90.2,walking
90.25,walking
90.3,walking
90.35,walking
90.4,walking
90.45,walking
90.5,walking
90.55,walking
90.6,walking
90.65,walking
90.7,walking
90.75,walking
90.8,walking
90.85,walking
90.9,na
90.95,na
91.0,rearing
91.05,rearing
91.1,rearing
91.15,rearing
91.2,rearing
91.25,rearing
91.3,rearing
91.35,rearing
91.4,rearing
91.45,rearing
91.5,rearing
91.55,rearing
91.6,rearing
91.65,rearing
91.7,rearing
91.75,rearing
91.8,rearing
91.85,rearing
91.9,rearing
91.95,rearing
92.0,rearing
92.05,rearing
92.1,rearing
92.15,rearing
92.2,rearing
92.25,rearing
92.3,rearing
92.35,rearing
92.4,rearing
92.45,rearing
92.5,rearing
92.55,rearing
92.6,rearing
92.65,rearing
92.7,rearing
92.75,rearing
92.8,rearing
92.85,rearing
92.9,rearing
92.95,rearing
93.0,rearing
93.05,rearing
93.1,rearing
93.15,rearing
93.2,rearing
93.25,rearing
93.3,rearing
93.35,rearing
93.4,rearing
93.45,rearing
93.5,rearing
93.55,na
93.6,na
93.65,na
93.7,na
93.75,walking
93.8,walking
93.85,walking
93.9,walking
93.95,walking
94.0,walking
94.05,na
94.1,na
94.15,na
94.2,rearing
94.25,rearing
94.3,rearing
94.35,rearing
94.4,rearing
94.45,rearing
94.5,na
94.55,na
94.6,na
94.65,na
94.7,na
94.75,na
94.8,na
94.85,na
94.9,na
94.95,na
95.0,na
95.05,na
95.1,na
95.15,na
95.2,na
95.25,na
95.3,na
95.35,na
95.4,na
95.45,rearing
95.5,rearing
95.55,rearing
95.6,rearing
95.65,rearing
95.7,rearing
95.75,rearing
95.8,rearing
95.85,rearing
95.9,rearing
95.95,rearing
96.0,rearing
96.05,rearing
96.1,rearing
96.15,rearing
96.2,rearing
96.25,rearing
96.3,rearing
96.35,rearing
96.4,rearing
96.45,na
96.5,na
96.55,na
96.6,na
96.65,na
96.7,na
96.75,na
96.8,na
96.85,na
96.9,na
96.95,na
97.0,na
97.05,na
97.1,na
97.15,na
97.2,walking
97.25,walking
97.3,walking
97.35,walking
97.4,walking
97.45,walking
97.5,walking
97.55,walking
97.6,walking
97.65,na
97.7,na
97.75,na
97.8,na
97.85,na
97.9,na
97.95,na
98.0,na
98.05,na
98.1,na
98.15,na
98.2,na
98.25,na
98.3,na
98.35,na
98.4,na
98.45,na
98.5,walking
98.55,walking
98.6,walking
98.65,walking
98.7,walking
98.75,walking
98.8,walking
98.85,walking
98.9,walking
98.95,walking
99.0,walking
99.05,walking
99.1,walking
99.15,walking
99.2,walking
99.25,walking
99.3,walking
99.35,walking
99.4,walking
99.45,walking
99.5,walking
99.55,walking
99.6,walking
99.65,walking
99.7,na
99.75,na
99.8,na
99.85,na
99.9,na
99.95,na
100.0,na
100.05,na
100.1,na
100.15,na
100.2,na
100.25,na
100.3,na
100.35,na
100.4,na
100.45,na
100.5,standing
100.55,standing
100.6,standing
100.65,standing
100.7,standing
