,0
18.55,rearing
18.6,rearing
18.65,rearing
18.7,rearing
18.75,rearing
18.8,rearing
18.85,rearing
18.9,rearing
18.95,rearing
19.0,rearing
19.05,na
19.1,na
19.15,na
19.2,na
19.25,na
19.3,na
19.35,na
19.4,na
19.45,na
19.5,na
19.55,na
19.6,na
19.65,na
19.7,na
19.75,na
19.8,na
19.85,na
19.9,walking
19.95,walking
20.0,walking
20.05,walking
20.1,walking
20.15,walking
20.2,walking
20.25,walking
20.3,walking
20.35,walking
20.4,walking
20.45,walking
20.5,walking
20.55,walking
20.6,walking
20.65,walking
20.7,walking
20.75,walking
20.8,walking
20.85,walking
20.9,walking
20.95,walking
21.0,walking
21.05,walking
21.1,walking
21.15,walking
21.2,walking
21.25,walking
21.3,walking
21.35,walking
21.4,na
21.45,na
21.5,na
21.55,na
21.6,na
21.65,na
21.7,na
21.75,na
21.8,na
21.85,na
21.9,na
21.95,rearing
22.0,rearing
22.05,rearing
22.1,rearing
22.15,rearing
22.2,rearing
22.25,rearing
22.3,rearing
22.35,rearing
22.4,rearing
22.45,rearing
22.5,rearing
22.55,rearing
22.6,rearing
22.65,rearing
22.7,rearing
22.75,rearing
22.8,rearing
22.85,rearing
22.9,rearing
22.95,na
23.0,na
23.05,na
23.1,na
23.15,na
23.2,na
23.25,na
23.3,na
23.35,na
23.4,na
23.45,na
23.5,na
23.55,na
23.6,na
23.65,na
23.7,na
23.75,na
23.8,na
23.85,na
23.9,na
23.95,na
24.0,na
24.05,na
24.1,na
24.15,na
24.2,na
24.25,na
24.3,na
24.35,na
24.4,na
24.45,rearing
24.5,rearing
24.55,rearing
24.6,rearing
24.65,rearing
24.7,rearing
24.75,rearing
24.8,rearing
24.85,rearing
24.9,rearing
24.95,rearing
25.0,rearing
25.05,rearing
25.1,rearing
25.15,rearing
25.2,rearing
25.25,rearing
25.3,rearing
25.35,rearing
25.4,na
25.45,na
25.5,na
25.55,na
25.6,na
25.65,na
25.7,na
25.75,na
25.8,na
25.85,na
25.9,na
25.95,na
26.0,na
26.05,na
26.1,na
26.15,na
26.2,standing
26.25,standing
26.3,standing
26.35,standing
26.4,standing
26.45,standing
26.5,standing
26.55,standing
26.6,standing
26.65,standing
26.7,standing
26.75,standing
26.8,standing
26.85,standing
26.9,standing
26.95,na
27.0,na
27.05,na
27.1,na
27.15,walking
27.2,walking
27.25,walking
27.3,walking
27.35,walking
27.4,walking
27.45,walking
27.5,walking
27.55,walking
27.6,walking
27.65,walking
27.7,walking
27.75,walking
27.8,walking
27.85,walking
27.9,walking
27.95,walking
28.0,walking
28.05,walking
28.1,walking
28.15,walking
28.2,walking
28.25,na
28.3,na
28.35,na
28.4,na
28.45,na
28.5,na
28.55,na
28.6,na
28.65,na
28.7,rearing
28.75,rearing
28.8,rearing
28.85,rearing
28.9,rearing
28.95,rearing
29.0,rearing
29.05,rearing
29.1,rearing
29.15,rearing
29.2,rearing
29.25,rearing
29.3,rearing
29.35,rearing
29.4,rearing
29.45,rearing
29.5,rearing
29.55,rearing
29.6,rearing
29.65,rearing
29.7,rearing
29.75,rearing
29.8,rearing
29.85,rearing
29.9,rearing
29.95,rearing
30.0,rearing
30.05,rearing
30.1,rearing
30.15,rearing
30.2,na
30.25,na
30.3,na
30.35,na
30.4,na
30.45,na
30.5,na
30.55,na
30.6,na
30.65,na
30.7,na
30.75,na
30.8,na
30.85,na
30.9,na
30.95,na
31.0,na
31.05,na
31.1,na
31.15,na
31.2,na
31.25,na
31.3,na
31.35,na
31.4,walking
31.45,walking
31.5,walking
31.55,walking
31.6,walking
31.65,walking
31.7,walking
31.75,walking
31.8,walking
31.85,walking
31.9,walking
31.95,walking
32.0,walking
32.05,walking
32.1,walking
32.15,walking
32.2,walking
32.25,walking
32.3,walking
32.35,walking
32.4,walking
32.45,walking
32.5,walking
32.55,walking
32.6,walking
32.65,walking
32.7,walking
32.75,walking
32.8,walking
32.85,na
32.9,na
32.95,na
33.0,na
33.05,na
33.1,na
33.15,na
33.2,na
33.25,na
33.3,na
33.35,na
33.4,rearing
33.45,rearing
33.5,rearing
33.55,rearing
33.6,rearing
33.65,rearing
33.7,rearing
33.75,rearing
33.8,rearing
33.85,rearing
33.9,rearing
33.95,rearing
34.0,na
34.05,na
34.1,na
34.15,na
34.2,na
34.25,walking
34.3,walking
34.35,walking
34.4,walking
34.45,walking
34.5,walking
34.55,walking
34.6,na
34.65,na
34.7,na
34.75,na
34.8,na
34.85,na
34.9,na
34.95,na
35.0,standing
35.05,standing
35.1,standing
35.15,standing
35.2,standing
35.25,standing
35.3,standing
35.35,standing
35.4,standing
35.45,standing
35.5,standing
35.55,na
35.6,na
35.65,na
35.7,na
35.75,na
35.8,na
35.85,rearing
35.9,rearing
35.95,rearing
36.0,rearing
36.05,rearing
36.1,na
36.15,rearing
36.2,na
36.25,na
36.3,walking
36.35,walking
36.4,walking
36.45,walking
36.5,walking
36.55,walking
36.6,na
36.65,na
36.7,na
36.75,na
36.8,na
36.85,na
36.9,na
36.95,na
37.0,na
37.05,na
37.1,na
37.15,na
37.2,na
37.25,na
37.3,na
37.35,na
37.4,na
37.45,na
37.5,rearing
37.55,rearing
37.6,rearing
37.65,rearing
37.7,rearing
37.75,rearing
37.8,rearing
37.85,rearing
37.9,rearing
37.95,rearing
38.0,rearing
38.05,rearing
38.1,rearing
38.15,rearing
38.2,rearing
38.25,rearing
38.3,rearing
38.35,rearing
38.4,rearing
38.45,rearing
38.5,rearing
38.55,rearing
38.6,rearing
38.65,rearing
38.7,rearing
38.75,rearing
38.8,rearing
38.85,rearing
38.9,rearing
38.95,rearing
39.0,rearing
39.05,na
39.1,na
39.15,na
39.2,na
39.25,na
39.3,na
39.35,na
39.4,na
39.45,na
39.5,na
39.55,na
39.6,na
39.65,na
39.7,na
39.75,na
39.8,na
39.85,walking
39.9,walking
39.95,walking
40.0,walking
40.05,walking
40.1,walking
40.15,walking
40.2,walking
40.25,walking
40.3,walking
40.35,na
40.4,na
40.45,na
40.5,na
40.55,na
40.6,na
40.65,na
40.7,na
40.75,na
40.8,na
40.85,na
40.9,na
40.95,na
41.0,na
41.05,walking
41.1,walking
41.15,walking
41.2,walking
41.25,walking
41.3,walking
41.35,na
41.4,na
41.45,na
41.5,na
41.55,na
41.6,na
41.65,na
41.7,na
41.75,na
41.8,na
41.85,na
41.9,na
41.95,na
42.0,na
42.05,na
42.1,walking
42.15,walking
42.2,walking
42.25,walking
42.3,na
42.35,na
42.4,na
42.45,na
42.5,na
42.55,na
42.6,na
42.65,na
42.7,na
42.75,na
42.8,na
42.85,na
42.9,na
42.95,na
43.0,na
43.05,na
43.1,na
43.15,na
43.2,na
43.25,na
43.3,na
43.35,na
43.4,na
43.45,na
43.5,na
43.55,na
43.6,na
43.65,na
43.7,na
43.75,na
43.8,na
43.85,na
43.9,na
43.95,na
44.0,na
44.05,na
44.1,na
44.15,na
44.2,na
44.25,na
44.3,na
44.35,na
44.4,na
44.45,na
44.5,na
44.55,na
44.6,na
44.65,na
44.7,na
44.75,na
44.8,na
44.85,na
44.9,na
44.95,na
45.0,na
45.05,na
45.1,na
45.15,na
45.2,rearing
45.25,rearing
45.3,rearing
45.35,rearing
45.4,rearing
45.45,rearing
45.5,rearing
45.55,rearing
45.6,walking
45.65,walking
45.7,walking
45.75,walking
45.8,walking
45.85,walking
45.9,walking
45.95,na
46.0,na
46.05,na
46.1,rearing
46.15,rearing
46.2,rearing
46.25,rearing
46.3,rearing
46.35,rearing
46.4,rearing
46.45,rearing
46.5,rearing
46.55,rearing
46.6,rearing
46.65,rearing
46.7,rearing
46.75,rearing
46.8,rearing
46.85,rearing
46.9,na
46.95,na
47.0,walking
47.05,walking
47.1,walking
47.15,walking
47.2,walking
47.25,walking
47.3,walking
47.35,na
47.4,na
47.45,na
47.5,na
47.55,standing
47.6,standing
47.65,standing
47.7,standing
47.75,standing
47.8,standing
47.85,standing
47.9,standing
47.95,standing
48.0,na
48.05,na
48.1,na
48.15,na
48.2,walking
48.25,walking
48.3,walking
48.35,walking
48.4,walking
48.45,walking
48.5,walking
48.55,rearing
48.6,rearing
48.65,rearing
48.7,rearing
48.75,rearing
48.8,rearing
48.85,rearing
48.9,rearing
48.95,na
49.0,na
49.05,walking
49.1,walking
49.15,walking
49.2,walking
49.25,walking
49.3,walking
49.35,walking
49.4,walking
49.45,walking
49.5,walking
49.55,walking
49.6,walking
49.65,walking
49.7,walking
49.75,walking
49.8,walking
49.85,walking
49.9,walking
49.95,walking
50.0,walking
50.05,walking
50.1,walking
50.15,walking
50.2,walking
50.25,walking
50.3,na
50.35,na
50.4,na
50.45,na
50.5,na
50.55,na
50.6,rearing
50.65,rearing
50.7,rearing
50.75,rearing
50.8,rearing
50.85,rearing
50.9,rearing
50.95,rearing
51.0,rearing
51.05,rearing
51.1,rearing
51.15,rearing
51.2,rearing
51.25,rearing
51.3,rearing
51.35,rearing
51.4,rearing
51.45,rearing
51.5,rearing
51.55,rearing
51.6,rearing
51.65,rearing
51.7,rearing
51.75,rearing
51.8,na
51.85,na
51.9,na
51.95,na
52.0,na
52.05,na
52.1,na
52.15,na
52.2,na
52.25,na
52.3,walking
52.35,walking
52.4,walking
52.45,walking
52.5,walking
52.55,walking
52.6,walking
52.65,walking
52.7,walking
52.75,walking
52.8,walking
52.85,walking
52.9,walking
52.95,na
53.0,na
53.05,na
53.1,na
53.15,na
53.2,na
53.25,na
53.3,na
53.35,na
53.4,na
53.45,na
53.5,na
53.55,na
53.6,na
53.65,na
53.7,na
53.75,na
53.8,na
53.85,na
53.9,na
53.95,na
54.0,na
54.05,rearing
54.1,rearing
54.15,rearing
54.2,rearing
54.25,rearing
54.3,rearing
54.35,rearing
54.4,rearing
54.45,rearing
54.5,rearing
54.55,rearing
54.6,rearing
54.65,rearing
54.7,rearing
54.75,rearing
54.8,rearing
54.85,rearing
54.9,rearing
54.95,rearing
55.0,na
55.05,na
55.1,na
55.15,na
55.2,na
55.25,walking
55.3,walking
55.35,walking
55.4,walking
55.45,walking
55.5,walking
55.55,walking
55.6,walking
55.65,walking
55.7,walking
55.75,walking
55.8,walking
55.85,walking
55.9,walking
55.95,walking
56.0,na
56.05,na
56.1,na
56.15,na
56.2,na
56.25,na
56.3,na
56.35,na
56.4,walking
56.45,walking
56.5,walking
56.55,walking
56.6,walking
56.65,walking
56.7,walking
56.75,walking
56.8,walking
56.85,rearing
56.9,rearing
56.95,rearing
57.0,rearing
57.05,rearing
57.1,rearing
57.15,rearing
57.2,rearing
57.25,rearing
57.3,rearing
57.35,rearing
57.4,rearing
57.45,rearing
57.5,rearing
57.55,rearing
57.6,na
57.65,na
57.7,na
57.75,na
57.8,walking
57.85,walking
57.9,walking
57.95,walking
58.0,walking
58.05,walking
58.1,na
58.15,na
58.2,na
58.25,na
58.3,na
58.35,na
58.4,na
58.45,na
58.5,na
58.55,na
58.6,na
58.65,na
58.7,rearing
58.75,rearing
58.8,rearing
58.85,rearing
58.9,rearing
58.95,rearing
59.0,rearing
59.05,rearing
59.1,rearing
59.15,rearing
59.2,rearing
59.25,rearing
59.3,rearing
59.35,na
59.4,na
59.45,na
59.5,na
59.55,na
59.6,na
59.65,walking
59.7,walking
59.75,walking
59.8,walking
59.85,walking
59.9,walking
59.95,walking
60.0,walking
60.05,walking
60.1,walking
60.15,walking
60.2,walking
60.25,walking
60.3,walking
60.35,walking
60.4,walking
60.45,walking
60.5,walking
60.55,walking
60.6,walking
60.65,walking
60.7,walking
60.75,na
60.8,na
60.85,na
60.9,na
60.95,na
61.0,na
61.05,na
61.1,na
61.15,na
61.2,walking
61.25,walking
61.3,walking
61.35,walking
61.4,walking
61.45,walking
61.5,walking
61.55,walking
61.6,walking
61.65,walking
61.7,walking
61.75,walking
61.8,walking
61.85,walking
61.9,walking
61.95,walking
62.0,walking
62.05,walking
62.1,walking
62.15,rearing
62.2,rearing
62.25,rearing
62.3,rearing
62.35,rearing
62.4,rearing
62.45,rearing
62.5,rearing
62.55,rearing
62.6,rearing
62.65,rearing
62.7,rearing
62.75,rearing
62.8,rearing
62.85,rearing
62.9,na
62.95,walking
63.0,walking
63.05,walking
63.1,walking
63.15,walking
63.2,walking
63.25,walking
63.3,walking
63.35,walking
63.4,walking
63.45,walking
63.5,walking
63.55,walking
63.6,walking
63.65,walking
63.7,walking
63.75,walking
63.8,walking
63.85,walking
63.9,walking
63.95,walking
64.0,na
64.05,na
64.1,na
64.15,na
64.2,na
64.25,na
64.3,na
64.35,na
64.4,na
64.45,na
64.5,na
64.55,rearing
64.6,rearing
64.65,rearing
64.7,rearing
64.75,rearing
64.8,rearing
64.85,rearing
64.9,rearing
64.95,rearing
65.0,rearing
65.05,rearing
65.1,rearing
65.15,rearing
65.2,rearing
65.25,rearing
65.3,rearing
65.35,rearing
65.4,rearing
65.45,rearing
65.5,rearing
65.55,rearing
65.6,na
65.65,na
65.7,na
65.75,na
65.8,na
65.85,na
65.9,na
65.95,na
66.0,na
66.05,na
66.1,walking
66.15,walking
66.2,walking
66.25,walking
66.3,walking
66.35,walking
66.4,walking
66.45,walking
66.5,walking
66.55,walking
66.6,walking
66.65,walking
66.7,walking
66.75,walking
66.8,walking
66.85,walking
66.9,walking
66.95,walking
67.0,walking
67.05,walking
67.1,walking
67.15,na
67.2,na
67.25,na
67.3,na
67.35,na
67.4,na
67.45,na
67.5,na
67.55,na
67.6,na
67.65,rearing
67.7,rearing
67.75,rearing
67.8,rearing
67.85,rearing
67.9,rearing
67.95,rearing
68.0,rearing
68.05,rearing
68.1,rearing
68.15,rearing
68.2,rearing
68.25,rearing
68.3,rearing
68.35,na
68.4,na
68.45,na
68.5,na
68.55,walking
68.6,walking
68.65,walking
68.7,walking
68.75,walking
68.8,walking
68.85,walking
68.9,walking
68.95,walking
69.0,walking
69.05,walking
69.1,walking
69.15,walking
69.2,walking
69.25,walking
69.3,walking
69.35,walking
69.4,walking
69.45,walking
69.5,walking
69.55,na
69.6,standing
69.65,standing
69.7,standing
69.75,standing
69.8,standing
69.85,standing
69.9,na
69.95,na
70.0,na
70.05,standing
70.1,standing
70.15,standing
70.2,standing
70.25,standing
70.3,standing
70.35,standing
70.4,standing
70.45,standing
70.5,standing
70.55,standing
70.6,standing
70.65,standing
70.7,standing
70.75,standing
70.8,na
70.85,na
70.9,na
70.95,na
71.0,walking
71.05,walking
71.1,walking
71.15,walking
71.2,walking
71.25,walking
71.3,walking
71.35,na
71.4,na
71.45,na
71.5,na
71.55,na
71.6,na
71.65,na
71.7,na
71.75,na
71.8,na
71.85,standing
71.9,standing
71.95,standing
72.0,standing
72.05,na
72.1,na
72.15,na
72.2,na
72.25,standing
72.3,standing
72.35,standing
72.4,na
72.45,na
72.5,na
72.55,na
72.6,na
72.65,walking
72.7,walking
72.75,walking
72.8,walking
72.85,na
72.9,na
72.95,na
73.0,na
73.05,na
73.1,na
73.15,na
73.2,na
73.25,na
73.3,na
73.35,na
73.4,na
73.45,na
73.5,na
73.55,na
73.6,na
73.65,na
73.7,na
73.75,na
73.8,na
73.85,na
73.9,na
73.95,na
74.0,na
74.05,na
74.1,na
74.15,na
74.2,na
74.25,na
74.3,na
74.35,na
74.4,na
74.45,na
74.5,na
74.55,na
74.6,na
74.65,na
74.7,na
74.75,na
74.8,na
74.85,na
74.9,na
74.95,na
75.0,na
75.05,na
75.1,na
75.15,na
75.2,na
75.25,na
75.3,na
75.35,na
75.4,na
75.45,na
75.5,na
75.55,na
75.6,na
75.65,na
75.7,na
75.75,na
75.8,na
75.85,na
75.9,na
75.95,na
76.0,na
76.05,na
76.1,na
76.15,na
76.2,na
76.25,na
76.3,na
76.35,na
76.4,na
76.45,na
76.5,na
76.55,rearing
76.6,rearing
76.65,rearing
76.7,rearing
76.75,rearing
76.8,rearing
76.85,rearing
76.9,rearing
76.95,rearing
77.0,rearing
77.05,rearing
77.1,rearing
77.15,rearing
77.2,rearing
77.25,rearing
77.3,rearing
77.35,rearing
77.4,na
77.45,na
77.5,na
77.55,na
77.6,na
77.65,na
77.7,na
77.75,na
77.8,na
77.85,na
77.9,na
77.95,na
78.0,na
78.05,na
78.1,na
78.15,na
78.2,na
78.25,na
78.3,walking
78.35,walking
78.4,walking
78.45,walking
78.5,walking
78.55,walking
78.6,walking
78.65,walking
78.7,walking
78.75,walking
78.8,walking
78.85,walking
78.9,na
78.95,na
79.0,na
79.05,na
79.1,na
79.15,na
79.2,na
79.25,na
79.3,na
79.35,na
79.4,na
79.45,na
79.5,rearing
79.55,rearing
79.6,rearing
79.65,rearing
79.7,rearing
79.75,rearing
79.8,rearing
79.85,rearing
79.9,na
79.95,walking
80.0,walking
80.05,walking
80.1,walking
80.15,walking
80.2,walking
80.25,walking
80.3,walking
80.35,walking
80.4,walking
80.45,walking
80.5,walking
80.55,walking
80.6,walking
80.65,na
80.7,na
80.75,na
80.8,na
80.85,na
80.9,na
80.95,na
81.0,na
81.05,na
81.1,rearing
81.15,rearing
81.2,rearing
81.25,rearing
81.3,rearing
81.35,rearing
81.4,rearing
81.45,rearing
81.5,rearing
81.55,rearing
81.6,rearing
81.65,rearing
81.7,rearing
81.75,rearing
81.8,rearing
81.85,rearing
81.9,rearing
81.95,rearing
82.0,rearing
82.05,rearing
82.1,rearing
82.15,rearing
82.2,rearing
82.25,rearing
82.3,rearing
82.35,rearing
82.4,rearing
82.45,rearing
82.5,rearing
82.55,rearing
82.6,rearing
82.65,rearing
82.7,rearing
82.75,rearing
82.8,rearing
82.85,na
82.9,na
82.95,na
83.0,na
83.05,na
83.1,na
83.15,na
83.2,na
83.25,na
83.3,na
83.35,na
83.4,na
83.45,na
83.5,na
83.55,na
83.6,na
83.65,walking
83.7,walking
83.75,walking
83.8,walking
83.85,walking
83.9,walking
83.95,walking
84.0,walking
84.05,walking
84.1,walking
84.15,walking
84.2,walking
84.25,walking
84.3,walking
84.35,walking
84.4,walking
84.45,na
84.5,na
84.55,na
84.6,na
84.65,na
84.7,na
84.75,na
84.8,na
84.85,na
84.9,na
84.95,na
85.0,rearing
85.05,rearing
85.1,rearing
85.15,rearing
85.2,rearing
85.25,rearing
85.3,rearing
85.35,rearing
85.4,rearing
85.45,rearing
85.5,rearing
85.55,rearing
85.6,rearing
85.65,rearing
85.7,rearing
85.75,rearing
85.8,na
85.85,na
85.9,na
85.95,na
86.0,na
86.05,na
86.1,na
86.15,na
86.2,na
86.25,na
86.3,na
86.35,na
86.4,na
86.45,na
86.5,na
86.55,na
86.6,na
86.65,na
86.7,na
86.75,na
86.8,na
86.85,na
86.9,na
86.95,na
87.0,na
87.05,na
87.1,na
87.15,na
87.2,na
87.25,na
87.3,na
87.35,na
87.4,na
87.45,na
87.5,rearing
87.55,rearing
87.6,rearing
87.65,rearing
87.7,rearing
87.75,rearing
87.8,rearing
87.85,rearing
87.9,rearing
87.95,rearing
88.0,rearing
88.05,rearing
88.1,rearing
88.15,rearing
88.2,rearing
88.25,rearing
88.3,rearing
88.35,rearing
88.4,rearing
88.45,rearing
88.5,rearing
88.55,rearing
88.6,rearing
88.65,rearing
88.7,rearing
88.75,rearing
88.8,rearing
88.85,rearing
88.9,na
88.95,na
89.0,na
89.05,standing
89.1,standing
89.15,standing
89.2,standing
89.25,standing
89.3,standing
89.35,standing
89.4,standing
89.45,standing
89.5,standing
89.55,standing
89.6,na
89.65,na
89.7,standing
89.75,standing
89.8,standing
89.85,standing
89.9,standing
89.95,standing
90.0,standing
90.05,standing
90.1,standing
90.15,standing
90.2,standing
90.25,na
90.3,na
90.35,na
90.4,na
90.45,na
90.5,standing
90.55,standing
90.6,standing
90.65,standing
90.7,standing
90.75,standing
90.8,standing
90.85,standing
90.9,standing
90.95,standing
91.0,standing
91.05,standing
91.1,standing
91.15,standing
91.2,standing
91.25,standing
91.3,standing
91.35,na
91.4,na
91.45,na
91.5,na
91.55,na
91.6,na
91.65,na
91.7,na
91.75,na
91.8,na
91.85,na
91.9,na
91.95,na
92.0,na
92.05,na
92.1,na
92.15,na
92.2,walking
92.25,walking
92.3,walking
92.35,walking
92.4,walking
92.45,walking
92.5,walking
92.55,walking
92.6,walking
92.65,walking
92.7,walking
92.75,na
92.8,na
92.85,na
92.9,na
92.95,walking
93.0,walking
93.05,walking
93.1,walking
93.15,walking
93.2,walking
93.25,walking
93.3,walking
93.35,walking
93.4,walking
93.45,walking
93.5,walking
93.55,walking
93.6,walking
93.65,walking
93.7,na
93.75,na
93.8,na
93.85,na
93.9,na
93.95,na
94.0,na
94.05,na
94.1,na
94.15,na
94.2,na
94.25,na
94.3,na
94.35,na
94.4,na
94.45,na
94.5,na
94.55,na
94.6,na
94.65,rearing
94.7,rearing
94.75,rearing
94.8,rearing
94.85,rearing
94.9,rearing
94.95,rearing
95.0,rearing
95.05,rearing
95.1,rearing
95.15,rearing
95.2,rearing
95.25,rearing
95.3,rearing
95.35,rearing
95.4,rearing
95.45,rearing
95.5,na
95.55,na
95.6,na
95.65,na
95.7,na
95.75,na
95.8,na
95.85,na
95.9,na
95.95,na
96.0,na
96.05,na
96.1,na
96.15,na
96.2,na
96.25,na
96.3,na
96.35,rearing
96.4,rearing
96.45,rearing
96.5,rearing
96.55,rearing
96.6,rearing
96.65,rearing
96.7,rearing
96.75,rearing
96.8,rearing
96.85,rearing
96.9,na
96.95,na
97.0,na
97.05,na
97.1,na
97.15,na
97.2,na
97.25,na
97.3,na
97.35,walking
97.4,walking
97.45,walking
97.5,walking
97.55,walking
97.6,walking
97.65,walking
97.7,walking
97.75,walking
97.8,walking
97.85,na
97.9,na
97.95,na
98.0,rearing
98.05,rearing
98.1,rearing
98.15,rearing
98.2,rearing
98.25,rearing
98.3,rearing
98.35,rearing
98.4,rearing
98.45,rearing
98.5,rearing
98.55,rearing
98.6,rearing
98.65,rearing
98.7,rearing
98.75,rearing
98.8,rearing
98.85,rearing
98.9,rearing
98.95,rearing
99.0,na
99.05,na
99.1,na
99.15,na
99.2,na
99.25,na
99.3,na
99.35,na
99.4,na
99.45,na
99.5,na
99.55,walking
99.6,walking
99.65,walking
99.7,walking
99.75,walking
99.8,na
99.85,na
99.9,na
99.95,na
100.0,na
100.05,na
100.1,na
100.15,na
100.2,na
100.25,na
100.3,na
100.35,na
100.4,na
100.45,na
100.5,na
100.55,rearing
100.6,rearing
100.65,rearing
100.7,rearing
100.75,rearing
100.8,rearing
100.85,rearing
100.9,rearing
100.95,rearing
101.0,rearing
101.05,rearing
101.1,rearing
101.15,rearing
101.2,rearing
101.25,rearing
101.3,rearing
101.35,rearing
101.4,rearing
101.45,rearing
101.5,na
101.55,na
101.6,na
101.65,na
101.7,na
101.75,na
101.8,na
101.85,na
101.9,walking
101.95,walking
102.0,walking
102.05,walking
102.1,walking
102.15,walking
102.2,walking
102.25,walking
102.3,walking
102.35,walking
102.4,walking
102.45,walking
102.5,walking
102.55,walking
