,0
18.65,na
18.7,na
18.75,na
18.8,na
18.85,na
18.9,na
18.95,na
19.0,na
19.05,na
19.1,na
19.15,na
19.2,na
19.25,na
19.3,walking
19.35,walking
19.4,walking
19.45,walking
19.5,walking
19.55,walking
19.6,walking
19.65,na
19.7,na
19.75,na
19.8,na
19.85,na
19.9,na
19.95,na
20.0,na
20.05,na
20.1,na
20.15,na
20.2,na
20.25,na
20.3,walking
20.35,walking
20.4,walking
20.45,walking
20.5,walking
20.55,walking
20.6,walking
20.65,walking
20.7,walking
20.75,walking
20.8,walking
20.85,walking
20.9,walking
20.95,walking
21.0,walking
21.05,walking
21.1,na
21.15,na
21.2,na
21.25,na
21.3,na
21.35,na
21.4,na
21.45,na
21.5,na
21.55,na
21.6,na
21.65,na
21.7,na
21.75,na
21.8,na
21.85,na
21.9,na
21.95,na
22.0,na
22.05,na
22.1,na
22.15,na
22.2,walking
22.25,walking
22.3,walking
22.35,walking
22.4,walking
22.45,walking
22.5,walking
22.55,walking
22.6,walking
22.65,na
22.7,na
22.75,walking
22.8,walking
22.85,walking
22.9,na
22.95,na
23.0,na
23.05,na
23.1,na
23.15,na
23.2,na
23.25,na
23.3,na
23.35,na
23.4,na
23.45,na
23.5,na
23.55,na
23.6,na
23.65,na
23.7,na
23.75,na
23.8,na
23.85,na
23.9,na
23.95,na
24.0,na
24.05,na
24.1,na
24.15,walking
24.2,walking
24.25,walking
24.3,walking
24.35,walking
24.4,walking
24.45,walking
24.5,walking
24.55,walking
24.6,na
24.65,na
24.7,na
24.75,walking
24.8,na
24.85,na
24.9,na
24.95,na
25.0,na
25.05,na
25.1,na
25.15,na
25.2,na
25.25,na
25.3,na
25.35,na
25.4,na
25.45,na
25.5,na
25.55,na
25.6,na
25.65,walking
25.7,walking
25.75,walking
25.8,walking
25.85,walking
25.9,walking
25.95,walking
26.0,walking
26.05,walking
26.1,na
26.15,na
26.2,na
26.25,na
26.3,na
26.35,na
26.4,na
26.45,na
26.5,na
26.55,na
26.6,na
26.65,na
26.7,na
26.75,na
26.8,walking
26.85,walking
26.9,walking
26.95,walking
27.0,na
27.05,na
27.1,na
27.15,na
27.2,na
27.25,na
27.3,standing
27.35,standing
27.4,standing
27.45,standing
27.5,standing
27.55,standing
27.6,standing
27.65,na
27.7,na
27.75,na
27.8,na
27.85,na
27.9,na
27.95,na
28.0,na
28.05,na
28.1,na
28.15,na
28.2,na
28.25,na
28.3,walking
28.35,na
28.4,na
28.45,na
28.5,na
28.55,na
28.6,na
28.65,na
28.7,rearing
28.75,rearing
28.8,rearing
28.85,rearing
28.9,rearing
28.95,rearing
29.0,rearing
29.05,rearing
29.1,rearing
29.15,rearing
29.2,rearing
29.25,rearing
29.3,rearing
29.35,rearing
29.4,rearing
29.45,rearing
29.5,rearing
29.55,na
29.6,na
29.65,na
29.7,na
29.75,na
29.8,na
29.85,na
29.9,na
29.95,na
30.0,na
30.05,na
30.1,na
30.15,na
30.2,walking
30.25,walking
30.3,walking
30.35,walking
30.4,walking
30.45,walking
30.5,na
30.55,na
30.6,na
30.65,na
30.7,na
30.75,na
30.8,na
30.85,na
30.9,na
30.95,na
31.0,na
31.05,na
31.1,na
31.15,na
31.2,walking
31.25,walking
31.3,walking
31.35,walking
31.4,walking
31.45,walking
31.5,walking
31.55,walking
31.6,walking
31.65,na
31.7,na
31.75,na
31.8,na
31.85,na
31.9,na
31.95,na
32.0,na
32.05,na
32.1,walking
32.15,walking
32.2,walking
32.25,walking
32.3,walking
32.35,walking
32.4,walking
32.45,walking
32.5,walking
32.55,walking
32.6,walking
32.65,walking
32.7,walking
32.75,walking
32.8,walking
32.85,walking
32.9,walking
32.95,walking
33.0,walking
33.05,walking
33.1,walking
33.15,walking
33.2,walking
33.25,walking
33.3,walking
33.35,walking
33.4,walking
33.45,walking
33.5,walking
33.55,walking
33.6,walking
33.65,walking
33.7,walking
33.75,walking
33.8,walking
33.85,walking
33.9,walking
33.95,walking
34.0,walking
34.05,walking
34.1,walking
34.15,walking
34.2,walking
34.25,walking
34.3,na
34.35,na
34.4,na
34.45,na
34.5,na
34.55,rearing
34.6,rearing
34.65,rearing
34.7,rearing
34.75,rearing
34.8,na
34.85,na
34.9,na
34.95,na
35.0,na
35.05,na
35.1,na
35.15,na
35.2,na
35.25,na
35.3,na
35.35,rearing
35.4,rearing
35.45,rearing
35.5,rearing
35.55,rearing
35.6,rearing
35.65,rearing
35.7,rearing
35.75,rearing
35.8,rearing
35.85,rearing
35.9,rearing
35.95,rearing
36.0,rearing
36.05,rearing
36.1,rearing
36.15,rearing
36.2,rearing
36.25,rearing
36.3,rearing
36.35,rearing
36.4,rearing
36.45,rearing
36.5,rearing
36.55,rearing
36.6,rearing
36.65,rearing
36.7,rearing
36.75,rearing
36.8,rearing
36.85,rearing
36.9,rearing
36.95,rearing
37.0,rearing
37.05,rearing
37.1,rearing
37.15,rearing
37.2,rearing
37.25,rearing
37.3,rearing
37.35,rearing
37.4,rearing
37.45,rearing
37.5,rearing
37.55,rearing
37.6,rearing
37.65,rearing
37.7,rearing
37.75,rearing
37.8,rearing
37.85,rearing
37.9,rearing
37.95,rearing
38.0,rearing
38.05,rearing
38.1,rearing
38.15,rearing
38.2,rearing
38.25,na
38.3,na
38.35,na
38.4,na
38.45,na
38.5,na
38.55,na
38.6,na
38.65,na
38.7,na
38.75,na
38.8,na
38.85,na
38.9,na
38.95,na
39.0,na
39.05,na
39.1,na
39.15,rearing
39.2,rearing
39.25,rearing
39.3,rearing
39.35,rearing
39.4,rearing
39.45,rearing
39.5,rearing
39.55,rearing
39.6,rearing
39.65,rearing
39.7,rearing
39.75,rearing
39.8,rearing
39.85,rearing
39.9,rearing
39.95,rearing
40.0,rearing
40.05,rearing
40.1,na
40.15,na
40.2,na
40.25,na
40.3,na
40.35,na
40.4,na
40.45,na
40.5,na
40.55,na
40.6,na
40.65,na
40.7,na
40.75,na
40.8,na
40.85,na
40.9,na
40.95,na
41.0,na
41.05,na
41.1,na
41.15,na
41.2,na
41.25,na
41.3,na
41.35,na
41.4,na
41.45,na
41.5,na
41.55,walking
41.6,walking
41.65,walking
41.7,walking
41.75,walking
41.8,walking
41.85,walking
41.9,walking
41.95,walking
42.0,walking
42.05,walking
42.1,walking
42.15,walking
42.2,walking
42.25,walking
42.3,walking
42.35,na
42.4,na
42.45,na
42.5,na
42.55,na
42.6,na
42.65,na
42.7,na
42.75,na
42.8,na
42.85,na
42.9,na
42.95,na
43.0,na
43.05,na
43.1,na
43.15,na
43.2,na
43.25,na
43.3,na
43.35,na
43.4,na
43.45,na
43.5,na
43.55,na
43.6,na
43.65,na
43.7,na
43.75,walking
43.8,walking
43.85,walking
43.9,walking
43.95,walking
44.0,walking
44.05,walking
44.1,walking
44.15,na
44.2,na
44.25,na
44.3,rearing
44.35,rearing
44.4,rearing
44.45,rearing
44.5,rearing
44.55,rearing
44.6,rearing
44.65,rearing
44.7,rearing
44.75,rearing
44.8,rearing
44.85,rearing
44.9,na
44.95,na
45.0,na
45.05,na
45.1,na
45.15,na
45.2,na
45.25,na
45.3,na
45.35,na
45.4,na
45.45,na
45.5,na
45.55,na
45.6,na
45.65,na
45.7,na
45.75,walking
45.8,walking
45.85,walking
45.9,walking
45.95,walking
46.0,walking
46.05,walking
46.1,walking
46.15,walking
46.2,walking
46.25,walking
46.3,na
46.35,na
46.4,standing
46.45,standing
46.5,standing
46.55,standing
46.6,standing
46.65,standing
46.7,standing
46.75,standing
46.8,standing
46.85,standing
46.9,standing
46.95,na
47.0,na
47.05,na
47.1,na
47.15,na
47.2,na
47.25,na
47.3,na
47.35,na
47.4,na
47.45,na
47.5,na
47.55,na
47.6,na
47.65,na
47.7,na
47.75,na
47.8,walking
47.85,walking
47.9,walking
47.95,walking
48.0,walking
48.05,walking
48.1,walking
48.15,walking
48.2,walking
48.25,walking
48.3,walking
48.35,na
48.4,na
48.45,na
48.5,na
48.55,na
48.6,na
48.65,na
48.7,na
48.75,na
48.8,na
48.85,na
48.9,na
48.95,na
49.0,na
49.05,na
49.1,na
49.15,na
49.2,na
49.25,na
49.3,na
49.35,na
49.4,na
49.45,na
49.5,na
49.55,walking
49.6,walking
49.65,walking
49.7,walking
49.75,walking
49.8,walking
49.85,walking
49.9,walking
49.95,walking
50.0,walking
50.05,walking
50.1,walking
50.15,walking
50.2,walking
50.25,na
50.3,na
50.35,na
50.4,na
50.45,na
50.5,na
50.55,na
50.6,na
50.65,na
50.7,walking
50.75,walking
50.8,walking
50.85,walking
50.9,na
50.95,na
51.0,na
51.05,na
51.1,na
51.15,na
51.2,na
51.25,na
51.3,na
51.35,na
51.4,na
51.45,na
51.5,rearing
51.55,rearing
51.6,na
51.65,na
51.7,na
51.75,na
51.8,na
51.85,na
51.9,na
51.95,na
52.0,na
52.05,na
52.1,na
52.15,na
52.2,na
52.25,na
52.3,na
52.35,na
52.4,na
52.45,na
52.5,na
52.55,na
52.6,walking
52.65,walking
52.7,walking
52.75,walking
52.8,walking
52.85,walking
52.9,walking
52.95,walking
53.0,walking
53.05,walking
53.1,walking
53.15,walking
53.2,walking
53.25,walking
53.3,walking
53.35,walking
53.4,walking
53.45,walking
53.5,walking
53.55,na
53.6,na
53.65,na
53.7,na
53.75,na
53.8,na
53.85,standing
53.9,standing
53.95,standing
54.0,standing
54.05,standing
54.1,standing
54.15,na
54.2,na
54.25,na
54.3,na
54.35,na
54.4,na
54.45,na
54.5,na
54.55,na
54.6,na
54.65,na
54.7,standing
54.75,standing
54.8,standing
54.85,standing
54.9,standing
54.95,standing
55.0,standing
55.05,standing
55.1,standing
55.15,standing
55.2,standing
55.25,standing
55.3,standing
55.35,standing
55.4,standing
55.45,standing
55.5,standing
55.55,standing
55.6,standing
55.65,standing
55.7,standing
55.75,na
55.8,na
55.85,na
55.9,na
55.95,na
56.0,na
56.05,na
56.1,na
56.15,na
56.2,na
56.25,na
56.3,na
56.35,na
56.4,na
56.45,rearing
56.5,rearing
56.55,rearing
56.6,rearing
56.65,rearing
56.7,rearing
56.75,rearing
56.8,rearing
56.85,rearing
56.9,rearing
56.95,rearing
57.0,rearing
57.05,na
57.1,na
57.15,na
57.2,na
57.25,na
57.3,na
57.35,na
57.4,na
57.45,na
57.5,na
57.55,na
57.6,na
57.65,na
57.7,na
57.75,rearing
57.8,rearing
57.85,na
57.9,na
57.95,na
58.0,na
58.05,na
58.1,na
58.15,na
58.2,na
58.25,rearing
58.3,rearing
58.35,rearing
58.4,rearing
58.45,na
58.5,na
58.55,na
58.6,na
58.65,na
58.7,na
58.75,na
58.8,na
58.85,na
58.9,walking
58.95,walking
59.0,walking
59.05,walking
59.1,walking
59.15,walking
59.2,walking
59.25,walking
59.3,walking
59.35,walking
59.4,walking
59.45,na
59.5,na
59.55,na
59.6,rearing
59.65,rearing
59.7,rearing
59.75,rearing
59.8,rearing
59.85,rearing
59.9,rearing
59.95,na
60.0,na
60.05,na
60.1,na
60.15,na
60.2,na
60.25,na
60.3,na
60.35,na
60.4,na
60.45,na
60.5,na
60.55,na
60.6,na
60.65,walking
60.7,na
60.75,na
60.8,na
60.85,na
60.9,na
60.95,na
61.0,na
61.05,na
61.1,na
61.15,na
61.2,na
61.25,na
61.3,na
61.35,na
61.4,na
61.45,rearing
61.5,rearing
61.55,rearing
61.6,rearing
61.65,rearing
61.7,rearing
61.75,rearing
61.8,rearing
61.85,rearing
61.9,rearing
61.95,rearing
62.0,rearing
62.05,rearing
62.1,rearing
62.15,rearing
62.2,rearing
62.25,na
62.3,na
62.35,na
62.4,na
62.45,na
62.5,na
62.55,na
62.6,na
62.65,na
62.7,na
62.75,na
62.8,na
62.85,walking
62.9,walking
62.95,walking
63.0,walking
63.05,walking
63.1,walking
63.15,walking
63.2,walking
63.25,walking
63.3,walking
63.35,walking
63.4,walking
63.45,walking
63.5,na
63.55,na
63.6,rearing
63.65,rearing
63.7,rearing
63.75,rearing
63.8,rearing
63.85,rearing
63.9,rearing
63.95,rearing
64.0,rearing
64.05,rearing
64.1,rearing
64.15,rearing
64.2,rearing
64.25,rearing
64.3,rearing
64.35,rearing
64.4,rearing
64.45,rearing
64.5,rearing
64.55,rearing
64.6,rearing
64.65,rearing
64.7,rearing
64.75,rearing
64.8,rearing
64.85,rearing
64.9,na
64.95,na
65.0,na
65.05,na
65.1,na
65.15,na
65.2,na
65.25,na
65.3,na
65.35,na
65.4,na
65.45,na
65.5,na
65.55,na
65.6,na
65.65,na
65.7,na
65.75,na
65.8,na
65.85,na
65.9,rearing
65.95,rearing
66.0,rearing
66.05,rearing
66.1,rearing
66.15,rearing
66.2,rearing
66.25,rearing
66.3,rearing
66.35,rearing
66.4,rearing
66.45,rearing
66.5,rearing
66.55,rearing
66.6,rearing
66.65,rearing
66.7,rearing
66.75,rearing
66.8,na
66.85,na
66.9,na
66.95,na
67.0,na
67.05,na
67.1,na
67.15,na
67.2,na
67.25,na
67.3,na
67.35,na
67.4,walking
67.45,walking
67.5,walking
67.55,walking
67.6,walking
67.65,walking
67.7,walking
67.75,walking
67.8,walking
67.85,walking
67.9,walking
67.95,walking
68.0,walking
68.05,walking
68.1,walking
68.15,na
68.2,na
68.25,na
68.3,na
68.35,na
68.4,na
68.45,na
68.5,na
68.55,na
68.6,na
68.65,rearing
68.7,na
68.75,rearing
68.8,rearing
68.85,rearing
68.9,rearing
68.95,rearing
69.0,rearing
69.05,rearing
69.1,rearing
69.15,rearing
69.2,rearing
69.25,rearing
69.3,rearing
69.35,rearing
69.4,rearing
69.45,na
69.5,na
69.55,na
69.6,na
69.65,na
69.7,na
69.75,na
69.8,na
69.85,na
69.9,na
69.95,na
70.0,na
70.05,na
70.1,na
70.15,na
70.2,na
70.25,na
70.3,na
70.35,na
70.4,na
70.45,na
70.5,na
70.55,na
70.6,na
70.65,walking
70.7,walking
70.75,walking
70.8,walking
70.85,walking
70.9,walking
70.95,walking
71.0,walking
71.05,walking
71.1,walking
71.15,walking
71.2,walking
71.25,walking
71.3,na
71.35,na
71.4,na
71.45,na
71.5,na
71.55,na
71.6,na
71.65,na
71.7,na
71.75,na
71.8,na
71.85,rearing
71.9,rearing
71.95,rearing
72.0,rearing
72.05,rearing
72.1,rearing
72.15,rearing
72.2,rearing
72.25,rearing
72.3,rearing
72.35,rearing
72.4,rearing
72.45,rearing
72.5,rearing
72.55,rearing
72.6,rearing
72.65,rearing
72.7,walking
72.75,walking
72.8,walking
72.85,walking
72.9,walking
72.95,walking
73.0,walking
73.05,walking
73.1,walking
73.15,walking
73.2,walking
73.25,walking
73.3,walking
73.35,na
73.4,na
73.45,na
73.5,na
73.55,na
73.6,na
73.65,na
73.7,na
73.75,na
73.8,na
73.85,na
73.9,na
73.95,na
74.0,na
74.05,na
74.1,na
74.15,na
74.2,walking
74.25,walking
74.3,walking
74.35,walking
74.4,walking
74.45,walking
74.5,walking
74.55,walking
74.6,walking
74.65,walking
74.7,walking
74.75,walking
74.8,walking
74.85,na
74.9,na
74.95,na
75.0,na
75.05,na
75.1,na
75.15,na
75.2,na
75.25,walking
75.3,walking
75.35,walking
75.4,walking
75.45,walking
75.5,walking
75.55,walking
75.6,walking
75.65,walking
75.7,walking
75.75,walking
75.8,walking
75.85,na
75.9,na
75.95,na
76.0,na
76.05,na
76.1,na
76.15,na
76.2,na
76.25,na
76.3,na
76.35,na
76.4,na
76.45,na
76.5,walking
76.55,walking
76.6,walking
76.65,walking
76.7,walking
76.75,walking
76.8,na
76.85,na
76.9,na
76.95,na
77.0,na
77.05,na
77.1,na
77.15,na
77.2,rearing
77.25,rearing
77.3,rearing
77.35,rearing
77.4,rearing
77.45,rearing
77.5,rearing
77.55,rearing
77.6,na
77.65,na
77.7,na
77.75,na
77.8,na
77.85,na
77.9,na
77.95,na
78.0,na
78.05,na
78.1,na
78.15,na
78.2,na
78.25,na
78.3,na
78.35,na
78.4,na
78.45,na
78.5,na
78.55,na
78.6,na
78.65,na
78.7,na
78.75,na
78.8,na
78.85,na
78.9,walking
78.95,walking
79.0,walking
79.05,walking
79.1,walking
79.15,walking
79.2,walking
79.25,walking
79.3,walking
79.35,walking
79.4,walking
79.45,walking
79.5,walking
79.55,walking
79.6,na
79.65,na
79.7,na
79.75,na
79.8,na
79.85,na
79.9,na
79.95,na
80.0,na
80.05,na
80.1,na
80.15,na
80.2,na
80.25,rearing
80.3,rearing
80.35,rearing
80.4,rearing
80.45,rearing
80.5,na
80.55,na
80.6,na
80.65,na
80.7,na
80.75,walking
80.8,walking
80.85,walking
80.9,walking
80.95,walking
81.0,walking
81.05,walking
81.1,walking
81.15,walking
81.2,na
81.25,na
81.3,na
81.35,na
81.4,na
81.45,na
81.5,na
81.55,na
81.6,na
81.65,na
81.7,na
81.75,na
81.8,na
81.85,na
81.9,na
81.95,walking
82.0,walking
82.05,walking
82.1,walking
82.15,walking
82.2,walking
82.25,walking
82.3,walking
82.35,walking
82.4,walking
82.45,walking
82.5,walking
82.55,walking
82.6,walking
82.65,walking
82.7,walking
82.75,walking
82.8,na
82.85,na
82.9,na
82.95,standing
83.0,standing
83.05,standing
83.1,na
83.15,na
83.2,na
83.25,na
83.3,na
83.35,na
83.4,na
83.45,na
83.5,na
83.55,na
83.6,na
83.65,na
83.7,na
83.75,walking
83.8,walking
83.85,na
83.9,na
83.95,na
84.0,na
84.05,na
84.1,na
84.15,na
84.2,rearing
84.25,rearing
84.3,rearing
84.35,rearing
84.4,rearing
84.45,rearing
84.5,rearing
84.55,rearing
84.6,rearing
84.65,rearing
84.7,rearing
84.75,rearing
84.8,rearing
84.85,rearing
84.9,rearing
84.95,rearing
85.0,rearing
85.05,rearing
85.1,rearing
85.15,rearing
85.2,na
85.25,na
85.3,na
85.35,na
85.4,na
85.45,na
85.5,na
85.55,na
85.6,na
85.65,na
85.7,na
85.75,na
85.8,walking
85.85,walking
85.9,walking
85.95,walking
86.0,walking
86.05,walking
86.1,walking
86.15,walking
86.2,walking
86.25,walking
86.3,walking
86.35,na
86.4,na
86.45,na
86.5,na
86.55,na
86.6,na
86.65,na
86.7,na
86.75,na
86.8,na
86.85,rearing
86.9,rearing
86.95,rearing
87.0,rearing
87.05,rearing
87.1,rearing
87.15,rearing
87.2,rearing
87.25,rearing
87.3,rearing
87.35,rearing
87.4,rearing
87.45,rearing
87.5,rearing
87.55,rearing
87.6,rearing
87.65,rearing
87.7,rearing
87.75,rearing
87.8,rearing
87.85,rearing
87.9,rearing
87.95,rearing
88.0,rearing
88.05,na
88.1,na
88.15,na
88.2,na
88.25,na
88.3,na
88.35,na
88.4,na
88.45,na
88.5,na
88.55,na
88.6,walking
88.65,walking
88.7,walking
88.75,walking
88.8,walking
88.85,walking
88.9,walking
88.95,walking
89.0,walking
89.05,walking
89.1,na
89.15,na
89.2,na
89.25,na
89.3,na
89.35,na
89.4,na
89.45,na
89.5,na
89.55,na
89.6,na
89.65,rearing
89.7,rearing
89.75,rearing
89.8,rearing
89.85,rearing
89.9,rearing
89.95,rearing
90.0,rearing
90.05,rearing
90.1,rearing
90.15,rearing
90.2,rearing
90.25,rearing
90.3,rearing
90.35,rearing
90.4,rearing
90.45,rearing
90.5,rearing
90.55,rearing
90.6,rearing
90.65,rearing
90.7,rearing
90.75,rearing
90.8,rearing
90.85,na
90.9,na
90.95,na
91.0,na
91.05,na
91.1,na
91.15,na
91.2,na
91.25,walking
91.3,walking
91.35,walking
91.4,walking
91.45,walking
91.5,walking
91.55,walking
91.6,walking
91.65,walking
91.7,walking
91.75,na
91.8,na
91.85,na
91.9,na
91.95,na
92.0,na
92.05,na
92.1,na
92.15,na
92.2,na
92.25,na
92.3,na
92.35,na
92.4,na
92.45,na
92.5,na
92.55,na
92.6,na
92.65,na
92.7,na
92.75,na
92.8,na
92.85,rearing
92.9,rearing
92.95,rearing
93.0,rearing
93.05,rearing
93.1,rearing
93.15,rearing
93.2,rearing
93.25,rearing
93.3,rearing
93.35,rearing
93.4,rearing
93.45,rearing
93.5,na
93.55,na
93.6,na
93.65,na
93.7,na
93.75,na
93.8,na
93.85,na
93.9,na
93.95,na
94.0,na
94.05,na
94.1,na
94.15,na
94.2,na
94.25,na
94.3,na
94.35,na
94.4,na
94.45,na
94.5,walking
94.55,walking
94.6,walking
94.65,walking
94.7,walking
94.75,walking
94.8,na
94.85,na
94.9,na
94.95,na
95.0,na
95.05,na
95.1,na
95.15,na
95.2,na
95.25,na
95.3,na
95.35,na
95.4,na
95.45,na
95.5,na
95.55,na
95.6,na
95.65,na
95.7,na
95.75,na
95.8,na
95.85,na
95.9,na
95.95,na
96.0,na
96.05,na
96.1,na
96.15,na
96.2,na
96.25,na
96.3,na
96.35,na
96.4,na
96.45,na
96.5,na
96.55,na
96.6,na
96.65,na
96.7,na
96.75,na
96.8,na
96.85,na
96.9,na
96.95,na
97.0,na
97.05,na
97.1,na
97.15,na
97.2,na
97.25,na
97.3,na
97.35,na
97.4,na
97.45,na
97.5,na
97.55,na
97.6,na
97.65,na
97.7,na
97.75,na
97.8,na
97.85,na
97.9,na
97.95,na
98.0,na
98.05,rearing
98.1,rearing
98.15,rearing
98.2,rearing
98.25,rearing
98.3,rearing
98.35,rearing
98.4,rearing
98.45,rearing
98.5,rearing
98.55,na
98.6,na
98.65,na
98.7,na
98.75,na
98.8,na
98.85,na
98.9,walking
98.95,walking
99.0,walking
99.05,walking
99.1,walking
99.15,walking
99.2,walking
99.25,walking
99.3,walking
99.35,walking
99.4,walking
99.45,walking
99.5,na
99.55,na
99.6,na
99.65,na
99.7,na
99.75,na
99.8,na
99.85,na
99.9,na
99.95,na
100.0,na
100.05,standing
100.1,standing
100.15,na
100.2,na
100.25,na
100.3,na
100.35,na
100.4,na
100.45,na
100.5,na
100.55,na
100.6,na
100.65,na
100.7,na
100.75,walking
100.8,walking
100.85,walking
100.9,walking
100.95,walking
101.0,walking
101.05,walking
101.1,walking
101.15,walking
101.2,walking
101.25,walking
101.3,na
101.35,na
101.4,standing
101.45,standing
101.5,standing
101.55,standing
101.6,na
101.65,na
101.7,na
101.75,na
101.8,na
101.85,na
101.9,na
101.95,na
102.0,rearing
102.05,rearing
102.1,rearing
102.15,rearing
102.2,rearing
102.25,rearing
102.3,rearing
102.35,rearing
102.4,rearing
102.45,rearing
102.5,rearing
102.55,rearing
102.6,rearing
102.65,rearing
102.7,rearing
102.75,rearing
102.8,rearing
102.85,rearing
102.9,rearing
102.95,na
103.0,na
103.05,na
103.1,na
103.15,na
103.2,na
103.25,na
103.3,na
103.35,walking
103.4,walking
103.45,walking
103.5,walking
103.55,walking
103.6,walking
103.65,walking
103.7,walking
103.75,walking
103.8,na
103.85,na
103.9,na
103.95,na
104.0,walking
104.05,walking
104.1,walking
104.15,walking
104.2,walking
104.25,walking
104.3,walking
104.35,walking
104.4,walking
104.45,na
104.5,na
104.55,na
104.6,na
104.65,na
